"","price_per_sqmt","facing_direction","floor_level","decoration"
"65366",67449,"South","first","other"
"65367",87196,"South","low","simple"
"65368",86957,"South","top","refined"
"65369",87828,"South","first","other"
"65370",96862,"South","middle","simple"
"65371",97430,"South","middle","refined"
"65372",91955,"South","middle","simple"
"65373",94459,"South","middle","refined"
"65374",82126,"South","high","refined"
"65375",85408,"East/West","middle","other"
"65376",78453,"South","top","simple"
"65377",79121,"South","low","simple"
"65378",87533,"South","middle","refined"
"65379",90760,"South","high","bare"
"65380",89674,"South","first","refined"
"65381",90888,"South","top","simple"
"65382",108372,"South","high","simple"
"65383",94488,"South","middle","refined"
"65384",87518,"South","first","other"
"65385",98631,"South","high","refined"
"65386",90362,"South","high","refined"
"65387",88752,"South","middle","simple"
"65388",79046,"North","middle","other"
"65389",93334,"South","first","refined"
"65390",86254,"South","middle","simple"
"65391",82961,"South","high","refined"
"65392",82328,"South","high","simple"
"65393",76827,"South","low","simple"
"65394",76116,"South","middle","refined"
"65395",71636,"East/West","middle","simple"
"65396",79025,"South","middle","other"
"65397",75334,"South","low","simple"
"65398",68225,"South","middle","bare"
"65399",69133,"South","low","simple"
"65400",54756,"East/West","middle","other"
"65401",55221,"South","top","refined"
"65402",50520,"South","middle","refined"
"65403",47718,"South","high","refined"
"65404",45644,"South","middle","refined"
"65405",52935,"East/West","top","simple"
"65406",53068,"South","high","other"
"65407",47283,"South","low","simple"
"65408",54124,"South","first","other"
"65409",46000,"South","middle","simple"
"65410",46516,"South","middle","refined"
"65411",41494,"North","low","simple"
"65412",47555,"South","low","other"
"65413",54396,"North","middle","other"
"65414",52487,"East/West","first","other"
"65415",51649,"North","middle","other"
"65416",58696,"East/West","middle","other"
"65417",59973,"South","top","other"
"65418",52668,"South","top","other"
"65419",52668,"South","middle","other"
"65420",49050,"South","first","other"
"65421",56216,"South","high","other"
"65422",52597,"South","middle","other"
"65423",96614,"South","middle","simple"
"65424",99064,"South","low","refined"
"65425",95728,"South","low","refined"
"65426",90734,"South","middle","refined"
"65427",91123,"South","middle","refined"
"65428",95196,"East/West","high","simple"
"65429",96160,"South","middle","simple"
"65430",96421,"South","middle","refined"
"65431",92620,"South","low","refined"
"65432",93955,"South","high","simple"
"65433",110553,"South","middle","simple"
"65434",94660,"South","low","other"
"65435",108072,"South","middle","refined"
"65436",85970,"North","low","other"
"65437",100479,"East/West","middle","refined"
"65438",98092,"South","low","refined"
"65439",101208,"South","low","refined"
"65440",93890,"East/West","middle","simple"
"65441",94856,"South","high","simple"
"65442",109189,"South","low","refined"
"65443",95410,"South","high","other"
"65444",96252,"South","middle","simple"
"65445",99354,"East/West","middle","other"
"65446",107903,"South","high","refined"
"65447",104167,"North","middle","simple"
"65448",113600,"South","middle","refined"
"65449",105068,"South","middle","simple"
"65450",105316,"East/West","middle","refined"
"65451",100990,"North","low","simple"
"65452",100209,"South","low","other"
"65453",101217,"North","low","refined"
"65454",82135,"South","middle","refined"
"65455",84056,"South","high","refined"
"65456",82303,"North","low","other"
"65457",72715,"South","middle","simple"
"65458",76497,"South","low","simple"
"65459",88138,"South","low","other"
"65460",72231,"East/West","middle","refined"
"65461",73895,"South","middle","simple"
"65462",70161,"South","middle","refined"
"65463",76762,"South","high","refined"
"65464",81597,"South","low","other"
"65465",71767,"South","middle","other"
"65466",70714,"South","high","other"
"65467",79684,"South","middle","other"
"65468",72484,"South","middle","other"
"65469",74300,"South","low","other"
"65470",68144,"South","middle","refined"
"65471",67955,"South","middle","other"
"65472",60520,"South","middle","other"
"65473",59082,"South","low","other"
"65474",60039,"South","low","refined"
"65475",24225,"South","low","other"
"65476",23487,"South","low","other"
"65477",66307,"North","high","refined"
"65478",59079,"South","high","refined"
"65479",63234,"South","low","refined"
"65480",62604,"North","middle","refined"
"65481",67267,"South","high","refined"
"65482",61963,"North","low","other"
"65483",68454,"South","high","refined"
"65484",63603,"North","middle","refined"
"65485",59683,"South","high","refined"
"65486",61327,"South","low","refined"
"65487",63324,"South","middle","refined"
"65488",56523,"South","high","refined"
"65489",58452,"East/West","low","other"
"65490",63324,"South","middle","refined"
"65491",59092,"South","high","simple"
"65492",67381,"South","high","refined"
"65493",52055,"South","top","refined"
"65494",61240,"South","middle","refined"
"65495",40593,"South","high","bare"
"65496",46701,"South","first","simple"
"65497",61193,"South","middle","refined"
"65498",54025,"South","high","bare"
"65499",56168,"South","low","refined"
"65500",59809,"East/West","high","simple"
"65501",57616,"East/West","middle","simple"
"65502",47251,"South","low","refined"
"65503",50138,"South","middle","simple"
"65504",59613,"East/West","high","refined"
"65505",52407,"South","middle","other"
"65506",49271,"East/West","middle","other"
"65507",49066,"South","first","other"
"65508",54477,"South","high","other"
"65509",52031,"South","middle","other"
"65510",55822,"North","middle","other"
"65511",45841,"South","low","other"
"65512",58198,"South","top","refined"
"65513",49419,"South","high","other"
"65514",54645,"East/West","middle","other"
"65515",54825,"East/West","high","refined"
"65516",59980,"South","top","other"
"65517",60154,"South","high","other"
"65518",59649,"South","low","other"
"65519",58501,"South","high","other"
"65520",56162,"South","low","other"
"65521",60092,"South","top","other"
"65522",53525,"South","high","other"
"65523",57373,"South","high","other"
"65524",52834,"South","middle","other"
"65525",48452,"South","middle","other"
"65526",45501,"South","middle","other"
"65527",54340,"North","high","other"
"65528",35455,"South","first","other"
"65529",47719,"South","low","other"
"65530",43424,"South","low","other"
"65531",40870,"North","middle","other"
"65532",27903,"South","high","other"
"65533",38526,"South","first","other"
"65534",37881,"South","middle","other"
"65535",98571,"South","first","simple"
"65536",83118,"East/West","first","simple"
"65537",82970,"East/West","middle","refined"
"65538",52496,"South","top","other"
"65539",59735,"East/West","top","simple"
"65540",55479,"South","high","refined"
"65541",57495,"East/West","low","refined"
"65542",44857,"East/West","top","refined"
"65543",31539,"East/West","middle","other"
"65544",82838,"South","low","simple"
"65545",93921,"South","low","simple"
"65546",80671,"East/West","low","other"
"65547",73199,"South","middle","refined"
"65548",87748,"South","first","other"
"65549",92558,"South","high","simple"
"65550",86551,"South","high","refined"
"65551",79132,"South","high","other"
"65552",78897,"South","top","refined"
"65553",68427,"South","middle","refined"
"65554",69246,"East/West","first","simple"
"65555",71171,"South","high","simple"
"65556",65159,"South","low","simple"
"65557",67522,"South","middle","other"
"65558",52826,"South","high","other"
"65559",54306,"South","low","bare"
"65560",56298,"South","high","simple"
"65561",54530,"South","low","other"
"65562",51709,"South","low","refined"
"65563",52183,"South","low","refined"
"65564",50806,"South","middle","other"
"65565",45390,"South","low","other"
"65566",48522,"South","middle","other"
"65567",49396,"South","high","simple"
"65568",68824,"South","middle","refined"
"65569",92805,"South","middle","other"
"65570",92627,"South","first","simple"
"65571",85829,"North","middle","refined"
"65572",93699,"South","first","simple"
"65573",85028,"South","middle","simple"
"65574",90137,"South","low","refined"
"65575",86176,"South","high","refined"
"65576",82418,"South","low","refined"
"65577",78589,"South","low","other"
"65578",87085,"South","first","refined"
"65579",89650,"South","first","simple"
"65580",85224,"South","low","refined"
"65581",83272,"South","top","simple"
"65582",84813,"East/West","middle","simple"
"65583",78830,"South","middle","simple"
"65584",82288,"South","high","refined"
"65585",75183,"South","high","other"
"65586",78541,"South","middle","refined"
"65587",75183,"South","middle","simple"
"65588",60494,"South","high","refined"
"65589",63198,"South","top","simple"
"65590",39412,"South","top","simple"
"65591",65291,"South","first","other"
"65592",53050,"South","top","simple"
"65593",49829,"South","middle","other"
"65594",58425,"South","middle","other"
"65595",60938,"South","first","simple"
"65596",45956,"South","high","simple"
"65597",80744,"East/West","low","other"
"65598",81230,"South","low","simple"
"65599",75811,"North","middle","simple"
"65600",81230,"South","middle","other"
"65601",77897,"South","middle","other"
"65602",87940,"South","middle","simple"
"65603",80061,"East/West","low","simple"
"65604",85297,"East/West","middle","refined"
"65605",94848,"South","middle","refined"
"65606",89615,"South","high","other"
"65607",69189,"South","high","refined"
"65608",90403,"South","low","simple"
"65609",87528,"South","low","bare"
"65610",92387,"South","middle","refined"
"65611",78775,"South","low","refined"
"65612",67367,"South","top","simple"
"65613",72250,"South","middle","refined"
"65614",65420,"South","middle","simple"
"65615",79977,"South","high","other"
"65616",50277,"East/West","high","refined"
"65617",70567,"South","low","refined"
"65618",58690,"South","low","refined"
"65619",70534,"South","low","other"
"65620",49779,"South","high","refined"
"65621",52513,"North","low","simple"
"65622",48747,"South","middle","refined"
"65623",45566,"South","top","simple"
"65624",41200,"North","high","other"
"65625",45137,"North","low","refined"
"65626",39890,"South","high","simple"
"65627",46512,"North","top","refined"
"65628",46902,"South","high","refined"
"65629",51189,"South","middle","refined"
"65630",42021,"North","low","other"
"65631",54684,"South","high","other"
"65632",43578,"South","low","other"
"65633",43449,"South","high","other"
"65634",94501,"South","high","refined"
"65635",95077,"South","low","simple"
"65636",95100,"South","middle","simple"
"65637",95338,"South","middle","simple"
"65638",94982,"South","low","refined"
"65639",96551,"South","high","refined"
"65640",96426,"North","high","simple"
"65641",95143,"North","high","refined"
"65642",92755,"South","middle","bare"
"65643",94911,"South","middle","other"
"65644",96696,"South","high","simple"
"65645",83410,"North","middle","simple"
"65646",90085,"South","high","refined"
"65647",88653,"South","middle","refined"
"65648",89920,"South","middle","simple"
"65649",98498,"South","high","refined"
"65650",79407,"South","top","bare"
"65651",97550,"South","high","other"
"65652",90426,"South","middle","other"
"65653",98159,"South","middle","simple"
"65654",1e+05,"South","top","simple"
"65655",89093,"North","high","simple"
"65656",97938,"South","middle","simple"
"65657",96390,"South","high","refined"
"65658",100720,"South","high","simple"
"65659",105617,"South","top","simple"
"65660",107242,"North","low","refined"
"65661",106817,"South","middle","other"
"65662",97262,"South","middle","simple"
"65663",100636,"South","high","simple"
"65664",91660,"North","low","simple"
"65665",98769,"South","high","refined"
"65666",100500,"South","middle","simple"
"65667",85201,"South","middle","refined"
"65668",78982,"South","low","other"
"65669",74146,"South","low","refined"
"65670",70144,"South","low","simple"
"65671",70578,"North","high","refined"
"65672",69081,"South","top","simple"
"65673",63777,"South","top","refined"
"65674",57148,"South","middle","refined"
"65675",58834,"South","low","other"
"65676",54186,"South","low","refined"
"65677",56416,"South","high","refined"
"65678",55107,"North","middle","other"
"65679",55126,"South","low","refined"
"65680",54029,"South","middle","simple"
"65681",51219,"South","low","other"
"65682",51830,"South","middle","refined"
"65683",53165,"South","middle","refined"
"65684",53037,"South","middle","simple"
"65685",50481,"South","middle","other"
"65686",51712,"South","high","simple"
"65687",54858,"South","middle","refined"
"65688",49680,"North","high","other"
"65689",52870,"South","middle","refined"
"65690",47077,"North","low","simple"
"65691",55913,"North","middle","refined"
"65692",61251,"South","middle","refined"
"65693",60330,"South","low","other"
"65694",55363,"North","high","other"
"65695",59397,"South","middle","other"
"65696",55253,"South","top","other"
"65697",56945,"South","high","other"
"65698",53750,"South","top","other"
"65699",89154,"East/West","middle","refined"
"65700",73800,"North","middle","simple"
"65701",85955,"South","high","refined"
"65702",81135,"East/West","high","simple"
"65703",77148,"North","middle","refined"
"65704",90362,"East/West","middle","simple"
"65705",77025,"North","high","simple"
"65706",79739,"North","low","refined"
"65707",73298,"South","high","refined"
"65708",82746,"North","low","other"
"65709",82071,"East/West","middle","refined"
"65710",87578,"East/West","low","simple"
"65711",86764,"South","middle","refined"
"65712",77463,"North","middle","refined"
"65713",74860,"North","middle","simple"
"65714",78009,"East/West","middle","refined"
"65715",81353,"East/West","middle","refined"
"65716",77697,"South","top","refined"
"65717",86056,"East/West","high","simple"
"65718",81682,"North","high","refined"
"65719",92656,"North","middle","refined"
"65720",23946,"North","middle","simple"
"65721",84997,"North","middle","simple"
"65722",93238,"East/West","top","refined"
"65723",86233,"North","low","simple"
"65724",9201,"East/West","basement","other"
"65725",72882,"East/West","middle","simple"
"65726",68414,"North","middle","refined"
"65727",58195,"South","middle","refined"
"65728",78929,"North","high","simple"
"65729",71617,"North","middle","refined"
"65730",78264,"East/West","low","simple"
"65731",71661,"East/West","low","simple"
"65732",66230,"North","high","refined"
"65733",70278,"North","middle","refined"
"65734",57993,"North","low","refined"
"65735",61463,"North","low","refined"
"65736",60699,"North","middle","refined"
"65737",70237,"North","low","refined"
"65738",71499,"North","middle","refined"
"65739",54890,"South","low","simple"
"65740",45941,"South","middle","simple"
"65741",55861,"North","high","simple"
"65742",60302,"East/West","middle","refined"
"65743",51467,"North","low","refined"
"65744",46367,"South","middle","other"
"65745",57854,"East/West","low","other"
"65746",54120,"North","high","refined"
"65747",63151,"East/West","middle","simple"
"65748",52257,"South","top","simple"
"65749",47733,"East/West","high","simple"
"65750",41553,"South","middle","refined"
"65751",43020,"East/West","low","refined"
"65752",50633,"North","low","refined"
"65753",52622,"North","middle","simple"
"65754",47908,"East/West","low","simple"
"65755",43866,"East/West","low","simple"
"65756",48963,"East/West","middle","refined"
"65757",56082,"East/West","middle","simple"
"65758",56757,"North","middle","refined"
"65759",48517,"East/West","high","refined"
"65760",49220,"East/West","middle","refined"
"65761",47827,"East/West","middle","refined"
"65762",42295,"South","high","refined"
"65763",43513,"North","low","refined"
"65764",42213,"North","middle","other"
"65765",48402,"North","high","refined"
"65766",50201,"South","high","other"
"65767",44724,"North","middle","refined"
"65768",38341,"East/West","high","refined"
"65769",42866,"North","high","simple"
"65770",45252,"North","middle","refined"
"65771",43024,"North","high","refined"
"65772",32173,"South","low","simple"
"65773",48873,"North","middle","refined"
"65774",48582,"North","middle","refined"
"65775",46434,"East/West","top","refined"
"65776",8734,"North","low","other"
"65777",44430,"East/West","low","simple"
"65778",41533,"East/West","low","other"
"65779",45697,"East/West","low","refined"
"65780",45143,"North","middle","refined"
"65781",35809,"North","middle","refined"
"65782",46965,"North","middle","other"
"65783",42650,"North","low","refined"
"65784",42472,"North","high","simple"
"65785",41718,"South","low","other"
"65786",50685,"North","middle","other"
"65787",54183,"East/West","high","other"
"65788",54295,"South","middle","other"
"65789",54479,"East/West","high","other"
"65790",49907,"North","high","other"
"65791",43341,"East/West","high","other"
"65792",44724,"North","low","other"
"65793",48756,"East/West","middle","other"
"65794",50007,"North","low","other"
"65795",46405,"North","high","other"
"65796",38341,"South","high","other"
"65797",45213,"North","middle","other"
"65798",35572,"East/West","low","other"
"65799",39351,"North","low","other"
"65800",37508,"North","middle","other"
"65801",35325,"North","low","other"
"65802",32079,"East/West","high","other"
"65803",27915,"South","high","other"
"65804",36015,"North","middle","other"
"65805",31437,"East/West","high","other"
"65806",32755,"North","low","other"
"65807",32369,"South","high","other"
"65808",27267,"East/West","middle","other"
"65809",28550,"East/West","high","other"
"65810",83721,"South","low","other"
"65811",81270,"South","low","refined"
"65812",79048,"South","low","simple"
"65813",88889,"South","first","simple"
"65814",92910,"East/West","middle","other"
"65815",87302,"South","first","simple"
"65816",81905,"South","high","other"
"65817",88820,"East/West","top","refined"
"65818",81375,"South","first","simple"
"65819",80635,"South","high","refined"
"65820",86667,"South","middle","simple"
"65821",88153,"East/West","top","other"
"65822",83016,"South","middle","refined"
"65823",85942,"East/West","low","simple"
"65824",79932,"South","high","refined"
"65825",82619,"South","top","refined"
"65826",78402,"South","high","simple"
"65827",85484,"South","high","other"
"65828",78572,"South","high","refined"
"65829",76191,"South","middle","refined"
"65830",70921,"South","high","refined"
"65831",71429,"South","low","other"
"65832",71883,"South","high","other"
"65833",78000,"East/West","middle","simple"
"65834",71905,"South","middle","simple"
"65835",79966,"East/West","top","other"
"65836",65915,"South","top","simple"
"65837",72759,"South","low","simple"
"65838",70703,"East/West","low","refined"
"65839",67461,"South","middle","other"
"65840",55925,"South","high","simple"
"65841",54921,"South","top","refined"
"65842",56547,"South","middle","simple"
"65843",49033,"East/West","first","simple"
"65844",55291,"East/West","first","refined"
"65845",55982,"South","first","simple"
"65846",92512,"South","low","other"
"65847",86945,"South","middle","simple"
"65848",85258,"South","high","refined"
"65849",88136,"South","middle","simple"
"65850",84362,"South","middle","simple"
"65851",81624,"East/West","high","simple"
"65852",89876,"South","first","other"
"65853",95205,"South","middle","refined"
"65854",92036,"South","middle","other"
"65855",59616,"South","basement","other"
"65856",88106,"South","low","refined"
"65857",50000,"South","basement","other"
"65858",68562,"South","high","simple"
"65859",50089,"South","top","refined"
"65860",48149,"East/West","middle","other"
"65861",50443,"East/West","high","other"
"65862",41256,"South","top","other"
"65863",43613,"South","middle","simple"
"65864",44053,"South","low","refined"
"65865",50285,"East/West","high","other"
"65866",52797,"South","first","other"
"65867",48238,"South","low","other"
"65868",35243,"South","top","other"
"65869",36352,"East/West","top","other"
"65870",25331,"South","basement","other"
"65871",31939,"South","top","other"
"65872",107074,"South","high","other"
"65873",107776,"South","high","simple"
"65874",116638,"South","middle","refined"
"65875",115674,"South","high","refined"
"65876",105515,"South","high","simple"
"65877",92366,"South","top","simple"
"65878",103821,"South","low","other"
"65879",103525,"South","high","simple"
"65880",101135,"South","high","simple"
"65881",94535,"South","first","simple"
"65882",104563,"South","middle","other"
"65883",104107,"South","low","refined"
"65884",109544,"South","middle","simple"
"65885",86765,"South","high","simple"
"65886",102449,"South","low","simple"
"65887",75783,"South","middle","simple"
"65888",87862,"South","top","refined"
"65889",111337,"South","middle","other"
"65890",117602,"South","high","refined"
"65891",85327,"South","middle","refined"
"65892",83464,"South","top","refined"
"65893",95739,"South","middle","simple"
"65894",118659,"South","high","other"
"65895",97667,"South","low","refined"
"65896",122422,"South","middle","refined"
"65897",128737,"South","middle","other"
"65898",113673,"South","middle","simple"
"65899",129170,"South","high","refined"
"65900",111491,"South","first","simple"
"65901",131068,"South","middle","refined"
"65902",97377,"South","middle","simple"
"65903",108506,"South","first","bare"
"65904",103791,"South","low","simple"
"65905",122036,"South","middle","refined"
"65906",100309,"South","low","simple"
"65907",96472,"North","low","simple"
"65908",85180,"South","middle","refined"
"65909",86000,"South","middle","refined"
"65910",88621,"South","middle","refined"
"65911",88710,"South","high","simple"
"65912",86957,"South","low","refined"
"65913",66559,"South","middle","bare"
"65914",68634,"South","middle","other"
"65915",60734,"North","first","refined"
"65916",72881,"South","high","refined"
"65917",57852,"South","top","simple"
"65918",61705,"South","middle","simple"
"65919",63555,"South","high","refined"
"65920",57128,"South","low","other"
"65921",57184,"South","middle","simple"
"65922",53950,"South","middle","refined"
"65923",52215,"South","top","simple"
"65924",58150,"South","low","refined"
"65925",47620,"South","low","simple"
"65926",59070,"South","middle","refined"
"65927",53260,"South","middle","refined"
"65928",52858,"North","low","simple"
"65929",29651,"South","low","other"
"65930",52882,"South","low","other"
"65931",61423,"South","middle","other"
"65932",57781,"South","high","other"
"65933",62124,"South","low","other"
"65934",56163,"South","middle","other"
"65935",60912,"South","top","other"
"65936",58110,"South","first","other"
"65937",61299,"East/West","middle","other"
"65938",62082,"South","middle","other"
"65939",61802,"South","first","other"
"65940",46284,"South","low","other"
"65941",46425,"South","top","other"
"65942",36753,"South","low","other"
"65943",42388,"South","low","other"
"65944",39371,"South","low","other"
"65945",39746,"South","middle","other"
"65946",36381,"South","middle","other"
"65947",37229,"South","high","other"
"65948",40168,"South","middle","other"
"65949",35423,"South","middle","other"
"65950",73740,"East/West","middle","refined"
"65951",69917,"East/West","middle","refined"
"65952",85075,"East/West","middle","other"
"65953",64077,"East/West","middle","other"
"65954",67045,"South","middle","other"
"65955",63158,"North","middle","refined"
"65956",47762,"East/West","middle","simple"
"65957",45474,"East/West","middle","refined"
"65958",50729,"East/West","high","other"
"65959",50048,"North","middle","other"
"65960",50992,"South","middle","other"
"65961",37393,"East/West","middle","other"
"65962",38680,"South","high","other"
"65963",37451,"South","middle","other"
"65964",84732,"South","high","refined"
"65965",89958,"South","top","simple"
"65966",89831,"South","first","other"
"65967",88248,"South","top","simple"
"65968",94078,"South","low","refined"
"65969",90137,"South","high","refined"
"65970",50416,"South","basement","simple"
"65971",86913,"South","middle","simple"
"65972",89348,"South","middle","refined"
"65973",80370,"East/West","high","simple"
"65974",76190,"South","top","simple"
"65975",83305,"South","middle","simple"
"65976",89286,"South","middle","other"
"65977",86409,"South","middle","simple"
"65978",80537,"South","top","refined"
"65979",83221,"South","first","refined"
"65980",89116,"South","middle","other"
"65981",79363,"South","top","refined"
"65982",79831,"South","first","simple"
"65983",83850,"South","high","refined"
"65984",87415,"South","high","refined"
"65985",81219,"South","low","refined"
"65986",87088,"South","middle","other"
"65987",82773,"South","low","simple"
"65988",83051,"East/West","low","simple"
"65989",102892,"South","low","refined"
"65990",91017,"East/West","first","simple"
"65991",88927,"South","top","refined"
"65992",98658,"South","high","simple"
"65993",112821,"South","top","refined"
"65994",97251,"South","middle","refined"
"65995",98799,"South","first","simple"
"65996",84732,"East/West","high","simple"
"65997",93707,"South","middle","refined"
"65998",48633,"South","basement","simple"
"65999",48810,"South","basement","simple"
"66000",82906,"South","top","bare"
"66001",73914,"South","high","refined"
"66002",66276,"East/West","high","refined"
"66003",70303,"South","high","simple"
"66004",66947,"South","high","refined"
"66005",61912,"South","top","simple"
"66006",65812,"South","top","bare"
"66007",61745,"East/West","top","refined"
"66008",58431,"South","top","simple"
"66009",59900,"South","top","refined"
"66010",29688,"South","basement","refined"
"66011",56123,"South","low","simple"
"66012",51695,"East/West","first","simple"
"66013",55933,"South","low","refined"
"66014",51216,"South","top","simple"
"66015",52543,"South","low","simple"
"66016",51526,"South","low","simple"
"66017",54018,"South","top","simple"
"66018",49078,"South","top","refined"
"66019",57479,"South","top","refined"
"66020",53188,"South","middle","simple"
"66021",55460,"South","high","refined"
"66022",55783,"South","high","refined"
"66023",51427,"South","middle","simple"
"66024",53572,"South","first","simple"
"66025",53572,"South","high","refined"
"66026",51862,"South","low","other"
"66027",50681,"South","middle","simple"
"66028",41276,"South","top","simple"
"66029",41187,"East/West","first","simple"
"66030",46477,"South","high","refined"
"66031",49872,"South","middle","refined"
"66032",49126,"South","low","other"
"66033",44799,"South","middle","refined"
"66034",40772,"East/West","low","simple"
"66035",40678,"East/West","high","simple"
"66036",48323,"East/West","middle","other"
"66037",56259,"South","high","other"
"66038",47484,"East/West","middle","other"
"66039",50000,"South","middle","other"
"66040",47661,"South","top","other"
"66041",53572,"South","low","other"
"66042",52167,"South","first","other"
"66043",43473,"South","middle","other"
"66044",32712,"South","first","other"
"66045",34186,"South","middle","other"
"66046",96605,"South","middle","other"
"66047",96508,"South","middle","refined"
"66048",99361,"North","middle","refined"
"66049",102401,"North","middle","other"
"66050",103539,"North","middle","other"
"66051",100725,"South","middle","other"
"66052",98800,"South","high","refined"
"66053",100059,"South","high","refined"
"66054",95588,"East/West","high","simple"
"66055",99885,"North","middle","refined"
"66056",96390,"East/West","low","refined"
"66057",93629,"East/West","middle","refined"
"66058",100708,"North","low","refined"
"66059",90212,"South","low","refined"
"66060",96860,"North","high","refined"
"66061",95114,"North","top","refined"
"66062",100787,"North","low","simple"
"66063",95329,"South","middle","refined"
"66064",100508,"North","middle","refined"
"66065",102414,"North","high","refined"
"66066",96037,"South","middle","simple"
"66067",100578,"North","middle","other"
"66068",96939,"East/West","middle","other"
"66069",95800,"South","high","simple"
"66070",94603,"South","middle","other"
"66071",98514,"South","low","refined"
"66072",98162,"South","high","refined"
"66073",103017,"North","middle","refined"
"66074",95658,"East/West","high","simple"
"66075",102485,"North","high","refined"
"66076",97512,"South","low","refined"
"66077",99185,"South","low","refined"
"66078",97983,"South","high","refined"
"66079",100214,"North","middle","refined"
"66080",94168,"South","low","refined"
"66081",92553,"South","low","simple"
"66082",97425,"East/West","high","refined"
"66083",88744,"East/West","high","refined"
"66084",96784,"South","middle","simple"
"66085",97657,"South","middle","refined"
"66086",97325,"North","high","other"
"66087",96297,"South","low","refined"
"66088",99825,"South","middle","other"
"66089",100152,"South","high","refined"
"66090",99685,"North","middle","refined"
"66091",95725,"South","middle","refined"
"66092",1e+05,"North","low","refined"
"66093",97666,"South","middle","simple"
"66094",111298,"South","low","refined"
"66095",109778,"South","middle","simple"
"66096",106411,"North","high","refined"
"66097",97130,"South","top","refined"
"66098",100379,"North","high","refined"
"66099",95657,"East/West","middle","refined"
"66100",102529,"North","low","refined"
"66101",101302,"South","high","other"
"66102",97119,"South","middle","refined"
"66103",99289,"North","low","other"
"66104",93797,"North","middle","simple"
"66105",91164,"North","middle","refined"
"66106",100094,"South","low","simple"
"66107",85218,"North","high","refined"
"66108",86066,"North","high","refined"
"66109",89345,"North","low","refined"
"66110",85569,"North","low","refined"
"66111",92844,"North","high","refined"
"66112",91577,"North","middle","refined"
"66113",85694,"East/West","high","refined"
"66114",90806,"North","low","refined"
"66115",87998,"South","middle","refined"
"66116",79555,"South","middle","refined"
"66117",81161,"North","low","other"
"66118",74174,"East/West","middle","refined"
"66119",85334,"North","middle","other"
"66120",79526,"South","top","refined"
"66121",80047,"South","top","simple"
"66122",80437,"South","middle","refined"
"66123",79254,"South","middle","refined"
"66124",83101,"North","middle","refined"
"66125",84235,"North","middle","other"
"66126",79183,"North","low","refined"
"66127",76453,"North","high","refined"
"66128",70453,"North","low","simple"
"66129",79136,"South","low","simple"
"66130",86768,"South","top","other"
"66131",72027,"South","high","simple"
"66132",71722,"South","low","refined"
"66133",63479,"North","low","refined"
"66134",68928,"North","middle","other"
"66135",69374,"North","middle","refined"
"66136",66910,"North","low","refined"
"66137",58582,"North","middle","refined"
"66138",58248,"South","low","other"
"66139",65038,"East/West","middle","refined"
"66140",60428,"South","middle","other"
"66141",61390,"East/West","high","refined"
"66142",63176,"North","middle","refined"
"66143",58746,"North","middle","simple"
"66144",59201,"North","high","refined"
"66145",56595,"North","low","refined"
"66146",52017,"North","top","simple"
"66147",59036,"North","high","refined"
"66148",57095,"North","low","simple"
"66149",57756,"North","low","simple"
"66150",63951,"North","high","other"
"66151",59117,"South","top","simple"
"66152",57396,"North","low","refined"
"66153",59262,"South","low","refined"
"66154",55474,"South","low","refined"
"66155",60798,"East/West","high","refined"
"66156",60048,"North","low","simple"
"66157",59292,"South","high","refined"
"66158",55880,"East/West","high","simple"
"66159",59593,"North","middle","refined"
"66160",47573,"North","top","simple"
"66161",57484,"South","low","refined"
"66162",51637,"North","middle","other"
"66163",54908,"East/West","middle","other"
"66164",54321,"North","high","simple"
"66165",52378,"South","high","bare"
"66166",54940,"North","high","other"
"66167",55914,"East/West","high","other"
"66168",52623,"North","high","other"
"66169",53091,"South","high","refined"
"66170",54354,"East/West","middle","other"
"66171",50740,"South","middle","bare"
"66172",53481,"North","low","refined"
"66173",48022,"North","middle","other"
"66174",50033,"North","high","refined"
"66175",47990,"North","low","other"
"66176",55880,"East/West","high","refined"
"66177",58216,"South","high","other"
"66178",52136,"South","low","other"
"66179",45491,"North","middle","other"
"66180",57378,"North","high","other"
"66181",60648,"North","low","other"
"66182",54962,"North","high","other"
"66183",54942,"South","high","other"
"66184",53148,"South","low","other"
"66185",55419,"North","middle","other"
"66186",51666,"East/West","high","other"
"66187",55809,"South","high","other"
"66188",46076,"North","middle","other"
"66189",44919,"South","middle","other"
"66190",44680,"North","middle","other"
"66191",44178,"South","middle","other"
"66192",42670,"East/West","middle","other"
"66193",42176,"South","top","other"
"66194",42145,"South","low","other"
"66195",40367,"East/West","middle","other"
"66196",38835,"North","high","other"
"66197",40963,"East/West","high","other"
"66198",38359,"South","high","other"
"66199",79956,"East/West","middle","simple"
"66200",78146,"South","middle","simple"
"66201",68553,"South","low","other"
"66202",49949,"East/West","first","simple"
"66203",49803,"East/West","middle","refined"
"66204",35334,"South","middle","other"
"66205",43671,"East/West","middle","refined"
"66206",58448,"East/West","middle","other"
"66207",60826,"East/West","middle","refined"
"66208",54037,"East/West","middle","refined"
"66209",59945,"South","middle","other"
"66210",43305,"East/West","low","refined"
"66211",51182,"South","low","refined"
"66212",51486,"South","low","refined"
"66213",42565,"East/West","low","refined"
"66214",43557,"East/West","low","other"
"66215",48520,"East/West","low","refined"
"66216",48675,"East/West","low","refined"
"66217",50364,"East/West","high","other"
