"","price_per_sqmt","facing_direction","floor_level","decoration"
"22376",65190,"South","low","simple"
"22377",59750,"South","first","simple"
"22378",61926,"South","middle","simple"
"22379",56769,"South","low","refined"
"22380",51685,"South","low","simple"
"22381",58864,"South","middle","refined"
"22382",63258,"South","high","other"
"22383",54650,"South","middle","refined"
"22384",53020,"South","low","refined"
"22385",60635,"South","high","simple"
"22386",48720,"South","first","refined"
"22387",55080,"South","middle","refined"
"22388",52477,"South","high","other"
"22389",45286,"South","high","other"
"22390",55399,"South","first","other"
"22391",59912,"South","low","other"
"22392",52239,"South","middle","other"
"22393",49101,"South","high","other"
"22394",58150,"South","first","other"
"22395",45709,"South","middle","other"
"22396",42115,"South","first","other"
"22397",42291,"South","low","other"
"22398",107444,"South","low","refined"
"22399",101597,"South","low","simple"
"22400",104602,"South","top","other"
"22401",134752,"South","middle","simple"
"22402",68699,"South","low","other"
"22403",65153,"South","first","refined"
"22404",58235,"South","top","simple"
"22405",60280,"South","low","simple"
"22406",75491,"South","top","refined"
"22407",79102,"South","middle","refined"
"22408",76908,"South","high","simple"
"22409",71280,"South","top","simple"
"22410",60243,"South","first","refined"
"22411",75324,"South","middle","refined"
"22412",77407,"East/West","first","refined"
"22413",78893,"South","middle","simple"
"22414",70827,"East/West","low","simple"
"22415",84756,"South","high","refined"
"22416",78502,"South","low","refined"
"22417",76970,"South","middle","refined"
"22418",87953,"South","middle","refined"
"22419",87012,"South","middle","other"
"22420",86027,"South","low","simple"
"22421",73952,"East/West","low","refined"
"22422",81242,"East/West","low","refined"
"22423",85135,"South","middle","refined"
"22424",79421,"South","middle","bare"
"22425",78561,"South","high","simple"
"22426",74800,"South","first","simple"
"22427",85329,"South","first","simple"
"22428",75918,"South","top","refined"
"22429",76897,"South","middle","simple"
"22430",78413,"South","high","refined"
"22431",73736,"South","first","refined"
"22432",78399,"South","high","other"
"22433",74865,"South","middle","refined"
"22434",75085,"South","middle","refined"
"22435",72764,"South","top","refined"
"22436",75758,"South","top","refined"
"22437",75532,"South","middle","refined"
"22438",82439,"South","middle","refined"
"22439",76908,"South","middle","simple"
"22440",75885,"South","low","refined"
"22441",73362,"South","top","refined"
"22442",80386,"South","middle","simple"
"22443",78162,"South","top","refined"
"22444",76296,"South","first","refined"
"22445",77781,"South","top","refined"
"22446",88968,"South","low","refined"
"22447",82246,"South","middle","simple"
"22448",83284,"South","low","refined"
"22449",89888,"South","high","refined"
"22450",85956,"South","top","refined"
"22451",80427,"South","middle","refined"
"22452",75868,"South","high","refined"
"22453",82461,"South","middle","refined"
"22454",82238,"South","middle","refined"
"22455",41383,"South","first","bare"
"22456",76242,"East/West","low","refined"
"22457",93694,"South","top","refined"
"22458",78106,"South","middle","refined"
"22459",82023,"South","middle","other"
"22460",84055,"South","top","simple"
"22461",62312,"South","middle","simple"
"22462",73933,"South","middle","refined"
"22463",50882,"South","low","bare"
"22464",70652,"South","first","refined"
"22465",65475,"South","high","refined"
"22466",70787,"South","high","refined"
"22467",65488,"North","middle","refined"
"22468",57637,"East/West","low","bare"
"22469",67188,"South","middle","refined"
"22470",59064,"South","middle","refined"
"22471",73881,"South","top","refined"
"22472",64577,"South","low","simple"
"22473",57147,"South","middle","refined"
"22474",63308,"South","low","refined"
"22475",49630,"South","first","refined"
"22476",56846,"South","middle","bare"
"22477",53861,"South","high","bare"
"22478",63960,"South","high","refined"
"22479",64065,"South","low","refined"
"22480",58943,"East/West","low","other"
"22481",59065,"South","high","refined"
"22482",52965,"South","middle","refined"
"22483",53081,"South","middle","refined"
"22484",49551,"East/West","low","refined"
"22485",41822,"South","first","refined"
"22486",63663,"South","high","refined"
"22487",55415,"South","middle","refined"
"22488",56239,"South","high","refined"
"22489",44986,"South","middle","simple"
"22490",52247,"South","middle","refined"
"22491",42105,"South","first","simple"
"22492",51964,"South","middle","refined"
"22493",39679,"South","first","other"
"22494",45114,"South","middle","bare"
"22495",48171,"South","middle","other"
"22496",41341,"South","low","refined"
"22497",45079,"South","first","other"
"22498",38529,"South","first","refined"
"22499",50933,"South","first","bare"
"22500",43191,"East/West","first","refined"
"22501",51431,"South","first","refined"
"22502",41601,"South","middle","simple"
"22503",37929,"South","low","other"
"22504",43447,"East/West","first","other"
"22505",54064,"South","top","refined"
"22506",47280,"South","high","other"
"22507",42863,"South","first","simple"
"22508",43089,"South","low","refined"
"22509",42843,"South","middle","refined"
"22510",41027,"South","low","other"
"22511",41868,"South","high","simple"
"22512",41051,"South","middle","refined"
"22513",39923,"South","high","other"
"22514",41496,"South","middle","refined"
"22515",42234,"South","top","refined"
"22516",40574,"South","middle","refined"
"22517",49546,"South","top","refined"
"22518",41261,"East/West","low","other"
"22519",48649,"South","high","other"
"22520",47895,"South","low","other"
"22521",43235,"South","middle","other"
"22522",40204,"South","high","other"
"22523",75015,"South","low","other"
"22524",60739,"South","low","simple"
"22525",72794,"South","low","refined"
"22526",65560,"South","first","simple"
"22527",62352,"South","high","refined"
"22528",68422,"South","middle","other"
"22529",72514,"South","middle","refined"
"22530",63188,"South","low","refined"
"22531",63299,"South","low","refined"
"22532",68804,"South","first","simple"
"22533",58343,"South","top","refined"
"22534",61332,"South","high","refined"
"22535",57898,"South","middle","other"
"22536",61711,"South","high","refined"
"22537",57791,"South","top","simple"
"22538",65264,"South","high","refined"
"22539",62316,"South","middle","refined"
"22540",60802,"South","low","refined"
"22541",57736,"South","high","simple"
"22542",60202,"South","middle","refined"
"22543",59114,"South","middle","refined"
"22544",62242,"South","middle","refined"
"22545",65975,"South","high","refined"
"22546",60440,"South","high","bare"
"22547",75789,"South","first","simple"
"22548",79054,"South","middle","simple"
"22549",64801,"South","low","refined"
"22550",71443,"South","low","simple"
"22551",69375,"South","middle","refined"
"22552",54161,"South","low","refined"
"22553",51861,"South","middle","refined"
"22554",57248,"South","middle","other"
"22555",57020,"South","low","refined"
"22556",50095,"South","high","refined"
"22557",51934,"South","low","other"
"22558",49587,"South","high","refined"
"22559",52024,"South","high","refined"
"22560",50010,"South","high","refined"
"22561",50303,"South","middle","refined"
"22562",51934,"South","low","refined"
"22563",53310,"South","middle","refined"
"22564",49945,"South","middle","refined"
"22565",47872,"South","middle","simple"
"22566",47330,"South","high","refined"
"22567",44833,"South","high","refined"
"22568",43691,"South","high","refined"
"22569",40549,"South","low","other"
"22570",41235,"South","middle","refined"
"22571",39527,"South","top","other"
"22572",41495,"South","low","refined"
"22573",43916,"South","middle","refined"
"22574",36745,"South","low","refined"
"22575",37607,"South","middle","refined"
"22576",38085,"South","low","simple"
"22577",37123,"South","middle","simple"
"22578",36901,"South","first","simple"
"22579",35775,"South","middle","refined"
"22580",35784,"South","middle","refined"
"22581",32460,"South","high","refined"
"22582",41799,"South","high","other"
"22583",38835,"South","high","other"
"22584",33128,"South","first","other"
"22585",44432,"South","high","other"
"22586",44139,"South","middle","other"
"22587",40618,"South","low","other"
"22588",37266,"South","low","other"
"22589",35722,"South","low","other"
"22590",6733,"South","top","other"
"22591",68438,"South","first","other"
"22592",71587,"South","low","other"
"22593",66935,"South","low","refined"
"22594",71341,"South","low","other"
"22595",72674,"South","first","simple"
"22596",73096,"South","middle","refined"
"22597",71027,"South","high","simple"
"22598",80084,"South","high","refined"
"22599",77394,"South","high","refined"
"22600",81978,"South","top","simple"
"22601",68973,"South","middle","simple"
"22602",77836,"South","first","other"
"22603",69445,"South","first","simple"
"22604",76666,"South","low","refined"
"22605",69463,"South","middle","refined"
"22606",72244,"South","middle","refined"
"22607",74539,"South","top","other"
"22608",74743,"South","first","refined"
"22609",72424,"South","first","refined"
"22610",80413,"South","first","refined"
"22611",53279,"South","high","other"
"22612",52220,"South","middle","simple"
"22613",47815,"South","middle","simple"
"22614",53483,"South","low","refined"
"22615",50808,"South","top","refined"
"22616",54121,"South","low","simple"
"22617",51125,"South","middle","refined"
"22618",50096,"South","first","refined"
"22619",48394,"South","low","simple"
"22620",43224,"South","middle","other"
"22621",42419,"South","middle","simple"
"22622",50405,"South","middle","other"
"22623",45444,"South","low","refined"
"22624",42912,"South","middle","refined"
"22625",43549,"South","middle","refined"
"22626",40231,"South","high","refined"
"22627",41746,"South","first","other"
"22628",46895,"South","first","refined"
"22629",40468,"South","middle","refined"
"22630",41122,"South","middle","refined"
"22631",37401,"South","high","refined"
"22632",34069,"South","low","refined"
"22633",41769,"South","first","refined"
"22634",41146,"South","first","other"
"22635",41573,"South","middle","other"
"22636",40358,"South","high","other"
"22637",71757,"South","high","refined"
"22638",64955,"South","high","other"
"22639",65433,"South","middle","refined"
"22640",64947,"South","middle","refined"
"22641",65861,"South","middle","refined"
"22642",48832,"South","high","other"
"22643",72485,"South","middle","other"
"22644",68489,"South","middle","simple"
"22645",70947,"South","top","refined"
"22646",72518,"South","middle","simple"
"22647",69557,"South","top","refined"
"22648",67284,"South","middle","other"
"22649",73359,"South","top","refined"
"22650",68855,"South","high","other"
"22651",66556,"South","middle","simple"
"22652",65661,"South","middle","other"
"22653",57612,"South","middle","other"
"22654",49782,"South","low","simple"
"22655",51559,"South","middle","refined"
"22656",53179,"South","top","simple"
"22657",49264,"South","middle","refined"
"22658",45389,"South","middle","simple"
"22659",46424,"South","first","refined"
"22660",44474,"South","middle","refined"
"22661",36007,"South","low","refined"
"22662",36268,"South","top","refined"
"22663",39454,"South","top","other"
"22664",36933,"South","top","refined"
"22665",40805,"South","middle","other"
"22666",36822,"South","middle","refined"
"22667",60057,"East/West","middle","simple"
"22668",56200,"East/West","middle","refined"
"22669",66914,"South","middle","refined"
"22670",64509,"South","high","other"
"22671",67634,"South","first","refined"
"22672",58523,"East/West","first","refined"
"22673",60029,"East/West","middle","refined"
"22674",60253,"South","low","refined"
"22675",70763,"South","low","simple"
"22676",73632,"East/West","first","refined"
"22677",61626,"East/West","high","simple"
"22678",56898,"East/West","high","refined"
"22679",68628,"South","middle","other"
"22680",68777,"South","middle","simple"
"22681",55528,"South","low","simple"
"22682",64749,"South","first","other"
"22683",72399,"South","high","other"
"22684",65629,"East/West","high","simple"
"22685",64657,"East/West","first","simple"
"22686",57359,"East/West","high","simple"
"22687",66240,"South","first","refined"
"22688",56316,"East/West","high","simple"
"22689",54261,"East/West","top","refined"
"22690",64180,"South","middle","refined"
"22691",64656,"South","middle","refined"
"22692",56259,"East/West","top","other"
"22693",67874,"South","high","simple"
"22694",62932,"South","high","simple"
"22695",66619,"South","middle","other"
"22696",66885,"South","middle","other"
"22697",65341,"South","low","other"
"22698",55617,"South","high","refined"
"22699",50158,"North","low","simple"
"22700",53706,"East/West","middle","refined"
"22701",68740,"South","low","refined"
"22702",62000,"South","top","other"
"22703",66452,"South","middle","simple"
"22704",53182,"South","top","refined"
"22705",61751,"South","high","simple"
"22706",56120,"South","top","refined"
"22707",59578,"South","top","other"
"22708",52610,"East/West","middle","refined"
"22709",61592,"South","low","simple"
"22710",62901,"South","first","refined"
"22711",50783,"South","middle","refined"
"22712",64308,"South","high","refined"
"22713",53567,"East/West","middle","simple"
"22714",54204,"South","low","other"
"22715",65528,"South","low","refined"
"22716",60745,"South","high","refined"
"22717",70941,"South","first","other"
"22718",62040,"South","high","refined"
"22719",76912,"South","low","bare"
"22720",60466,"East/West","low","other"
"22721",66995,"South","middle","simple"
"22722",83781,"South","low","refined"
"22723",78026,"South","middle","other"
"22724",69872,"South","top","simple"
"22725",60783,"South","low","refined"
"22726",73926,"South","top","refined"
"22727",68853,"South","top","simple"
"22728",70122,"South","low","refined"
"22729",71642,"South","top","bare"
"22730",59673,"East/West","high","refined"
"22731",68182,"South","first","simple"
"22732",66951,"East/West","middle","refined"
"22733",66107,"East/West","first","refined"
"22734",64103,"South","top","refined"
"22735",59849,"South","middle","refined"
"22736",71539,"South","middle","simple"
"22737",62229,"South","low","refined"
"22738",54178,"East/West","high","refined"
"22739",53567,"East/West","middle","other"
"22740",67693,"South","middle","other"
"22741",57273,"South","top","refined"
"22742",67939,"South","low","refined"
"22743",53432,"East/West","low","simple"
"22744",61307,"East/West","first","refined"
"22745",52159,"North","middle","simple"
"22746",55607,"East/West","high","simple"
"22747",53206,"South","first","simple"
"22748",62720,"South","middle","simple"
"22749",44121,"East/West","top","bare"
"22750",50375,"East/West","high","refined"
"22751",52931,"South","low","simple"
"22752",55275,"East/West","middle","other"
"22753",58780,"South","high","refined"
"22754",51069,"East/West","high","simple"
"22755",60480,"South","high","simple"
"22756",58522,"South","middle","refined"
"22757",40557,"East/West","high","simple"
"22758",42181,"North","middle","other"
"22759",59847,"South","middle","refined"
"22760",39566,"North","middle","simple"
"22761",47677,"North","low","simple"
"22762",47877,"East/West","middle","other"
"22763",44612,"East/West","low","bare"
"22764",53926,"South","middle","refined"
"22765",42718,"North","middle","refined"
"22766",53243,"South","middle","other"
"22767",48388,"East/West","middle","refined"
"22768",44506,"South","top","simple"
"22769",41424,"East/West","middle","refined"
"22770",46068,"South","first","simple"
"22771",50230,"East/West","first","refined"
"22772",51810,"South","top","refined"
"22773",43714,"East/West","middle","other"
"22774",43454,"East/West","low","refined"
"22775",39967,"East/West","middle","other"
"22776",42907,"South","low","refined"
"22777",45455,"South","middle","refined"
"22778",40557,"East/West","high","simple"
"22779",47361,"East/West","middle","simple"
"22780",51531,"South","high","refined"
"22781",46004,"East/West","top","refined"
"22782",53966,"South","first","simple"
"22783",48688,"South","middle","simple"
"22784",37918,"North","high","simple"
"22785",45292,"East/West","high","refined"
"22786",49322,"East/West","middle","refined"
"22787",51146,"South","low","simple"
"22788",43761,"South","top","other"
"22789",49774,"South","middle","simple"
"22790",40984,"South","middle","simple"
"22791",41426,"East/West","first","refined"
"22792",39519,"South","low","other"
"22793",46260,"East/West","first","refined"
"22794",49020,"South","middle","refined"
"22795",38516,"North","high","refined"
"22796",41969,"North","low","refined"
"22797",40764,"South","first","simple"
"22798",47512,"East/West","middle","simple"
"22799",47964,"East/West","high","refined"
"22800",42233,"East/West","top","refined"
"22801",40455,"South","middle","refined"
"22802",47949,"East/West","high","other"
"22803",44420,"South","high","simple"
"22804",36418,"South","top","refined"
"22805",44888,"East/West","middle","other"
"22806",40369,"South","top","refined"
"22807",42749,"East/West","low","refined"
"22808",47948,"South","low","refined"
"22809",39270,"South","first","refined"
"22810",38953,"South","first","simple"
"22811",40402,"South","low","simple"
"22812",40647,"South","high","other"
"22813",30334,"South","top","refined"
"22814",34647,"East/West","low","refined"
"22815",37025,"South","middle","simple"
"22816",33248,"South","top","simple"
"22817",36177,"East/West","middle","refined"
"22818",36049,"South","low","simple"
"22819",38142,"East/West","high","refined"
"22820",38474,"East/West","low","other"
"22821",39944,"South","middle","other"
"22822",38626,"East/West","first","refined"
"22823",38016,"East/West","low","refined"
"22824",43590,"South","middle","other"
"22825",44339,"South","middle","refined"
"22826",32196,"East/West","high","simple"
"22827",38550,"East/West","low","simple"
"22828",38382,"East/West","middle","simple"
"22829",32445,"East/West","middle","other"
"22830",33925,"South","top","refined"
"22831",41909,"South","low","refined"
"22832",27790,"North","top","refined"
"22833",36501,"East/West","high","other"
"22834",27695,"East/West","middle","other"
"22835",43077,"South","high","refined"
"22836",26874,"North","first","simple"
"22837",29143,"East/West","high","other"
"22838",33598,"North","middle","refined"
"22839",33929,"South","top","other"
"22840",29420,"East/West","first","other"
"22841",36773,"East/West","high","simple"
"22842",31426,"East/West","high","refined"
"22843",37180,"South","top","refined"
"22844",36403,"South","first","simple"
"22845",27755,"East/West","first","simple"
"22846",34178,"East/West","middle","other"
"22847",39036,"South","first","refined"
"22848",39616,"South","high","refined"
"22849",34972,"South","low","other"
"22850",29371,"South","low","simple"
"22851",39943,"East/West","middle","refined"
"22852",28865,"East/West","top","refined"
"22853",37981,"South","middle","simple"
"22854",28825,"South","high","simple"
"22855",38770,"South","high","simple"
"22856",37105,"South","top","simple"
"22857",34932,"South","low","refined"
"22858",36569,"South","middle","other"
"22859",41479,"South","middle","refined"
"22860",32425,"South","top","simple"
"22861",33131,"South","high","refined"
"22862",31055,"East/West","low","other"
"22863",35521,"South","top","simple"
"22864",36744,"South","low","other"
"22865",33010,"South","top","simple"
"22866",34390,"South","top","other"
"22867",26826,"East/West","low","simple"
"22868",31238,"South","high","other"
"22869",30854,"South","top","refined"
"22870",35886,"South","middle","refined"
"22871",32728,"South","middle","refined"
"22872",25561,"North","low","simple"
"22873",34180,"South","top","refined"
"22874",33141,"South","low","simple"
"22875",38076,"South","low","other"
"22876",30969,"South","middle","refined"
"22877",37859,"South","middle","refined"
"22878",32316,"South","low","refined"
"22879",33835,"South","top","refined"
"22880",33334,"East/West","top","bare"
"22881",29143,"East/West","middle","other"
"22882",32479,"South","top","refined"
"22883",32380,"South","first","other"
"22884",26742,"North","low","refined"
"22885",26261,"North","low","other"
"22886",29546,"South","top","refined"
"22887",33183,"South","high","simple"
"22888",25761,"South","high","bare"
"22889",27200,"East/West","middle","refined"
"22890",22712,"East/West","high","other"
"22891",25823,"North","low","simple"
"22892",35275,"East/West","low","refined"
"22893",40125,"South","low","refined"
"22894",34241,"South","middle","refined"
"22895",37255,"South","middle","other"
"22896",34691,"East/West","middle","refined"
"22897",29325,"North","middle","other"
"22898",35086,"South","low","other"
"22899",38613,"South","middle","other"
"22900",34169,"South","middle","other"
"22901",34179,"North","first","other"
"22902",29675,"North","top","other"
"22903",41698,"South","middle","other"
"22904",41408,"South","low","other"
"22905",38940,"South","middle","other"
"22906",37966,"South","top","other"
"22907",37558,"East/West","first","other"
"22908",37710,"East/West","first","other"
"22909",38253,"South","middle","other"
"22910",34189,"East/West","first","other"
"22911",30823,"East/West","high","other"
"22912",28134,"South","middle","other"
"22913",27136,"North","high","other"
"22914",43315,"South","middle","other"
"22915",31035,"South","high","other"
"22916",32562,"South","low","other"
"22917",30442,"South","first","other"
"22918",34603,"South","high","other"
"22919",30705,"East/West","top","other"
"22920",35144,"South","top","other"
"22921",32242,"South","top","other"
"22922",30943,"East/West","middle","other"
"22923",34526,"South","first","other"
"22924",32872,"South","high","other"
"22925",31340,"South","first","other"
"22926",30556,"East/West","high","other"
"22927",29896,"South","high","other"
"22928",28449,"South","top","other"
"22929",30627,"East/West","first","other"
"22930",32868,"South","low","other"
"22931",31675,"East/West","high","other"
"22932",33975,"South","top","other"
"22933",32273,"South","top","other"
"22934",30886,"South","first","other"
"22935",33937,"South","middle","other"
"22936",33130,"South","low","other"
"22937",22204,"East/West","top","other"
"22938",25951,"East/West","low","other"
"22939",25261,"South","middle","other"
"22940",23592,"East/West","middle","other"
"22941",25345,"South","top","other"
"22942",19696,"North","middle","other"
"22943",23453,"East/West","low","other"
"22944",19696,"North","middle","other"
"22945",27904,"South","high","other"
"22946",26169,"South","high","other"
"22947",23195,"South","top","other"
"22948",24661,"South","top","other"
"22949",23489,"East/West","middle","other"
"22950",23869,"East/West","low","other"
"22951",25569,"East/West","low","other"
"22952",28305,"South","first","other"
"22953",26320,"South","high","other"
"22954",26207,"South","middle","other"
"22955",21203,"South","middle","other"
"22956",24397,"South","top","other"
"22957",22322,"South","top","other"
"22958",24616,"South","middle","other"
"22959",15757,"North","low","other"
"22960",16667,"North","high","other"
"22961",18327,"South","middle","other"
"22962",16632,"North","middle","other"
"22963",22316,"East/West","low","other"
"22964",18540,"East/West","low","other"
"22965",22539,"South","high","other"
"22966",22305,"South","first","other"
"22967",19332,"East/West","low","other"
"22968",20996,"South","middle","other"
"22969",20964,"South","middle","other"
"22970",18467,"South","middle","other"
"22971",16286,"South","middle","other"
"22972",15144,"North","low","other"
"22973",76318,"East/West","middle","refined"
"22974",83196,"South","first","refined"
"22975",65495,"South","middle","refined"
"22976",82595,"South","top","refined"
"22977",70542,"South","middle","refined"
"22978",85284,"South","first","refined"
"22979",77137,"South","middle","refined"
"22980",81711,"South","first","refined"
"22981",81696,"South","first","simple"
"22982",75733,"South","high","refined"
"22983",78212,"South","middle","refined"
"22984",71969,"South","top","refined"
"22985",85346,"South","first","refined"
"22986",90559,"South","middle","simple"
"22987",85530,"South","middle","refined"
"22988",83560,"North","middle","refined"
"22989",82466,"East/West","top","refined"
"22990",69894,"South","middle","refined"
"22991",84511,"South","middle","refined"
"22992",79034,"South","middle","refined"
"22993",72325,"South","middle","refined"
"22994",67886,"South","low","refined"
"22995",76110,"South","middle","refined"
"22996",77209,"South","first","refined"
"22997",83289,"South","first","simple"
"22998",82014,"South","middle","refined"
"22999",72418,"South","high","simple"
"23000",70338,"South","low","refined"
"23001",67032,"South","top","refined"
"23002",74346,"South","middle","refined"
"23003",80081,"South","middle","refined"
"23004",87149,"South","middle","refined"
"23005",87056,"East/West","middle","refined"
"23006",93221,"South","top","refined"
"23007",82595,"South","middle","refined"
"23008",79246,"South","first","refined"
"23009",73311,"South","middle","simple"
"23010",70834,"South","middle","simple"
"23011",71840,"South","top","refined"
"23012",68643,"South","low","refined"
"23013",69739,"East/West","top","other"
"23014",63525,"South","first","refined"
"23015",58732,"South","middle","refined"
"23016",53712,"South","low","simple"
"23017",78855,"South","first","refined"
"23018",48091,"South","first","other"
"23019",58575,"South","high","simple"
"23020",67217,"South","first","other"
"23021",52683,"East/West","high","refined"
"23022",62626,"South","top","refined"
"23023",51913,"South","middle","other"
"23024",62554,"South","first","simple"
"23025",51784,"South","low","refined"
"23026",39170,"South","first","simple"
"23027",48435,"South","low","simple"
"23028",49640,"South","high","other"
"23029",43934,"South","middle","other"
"23030",48008,"South","top","refined"
"23031",51897,"South","middle","refined"
"23032",45812,"South","top","refined"
"23033",58118,"South","first","other"
"23034",45594,"South","top","other"
"23035",45647,"South","middle","other"
"23036",45190,"South","middle","refined"
"23037",52881,"South","middle","other"
"23038",48728,"South","middle","other"
"23039",50426,"South","middle","refined"
"23040",50175,"East/West","high","other"
"23041",45676,"South","middle","refined"
"23042",51174,"South","top","other"
"23043",48520,"South","middle","other"
"23044",56454,"South","first","simple"
"23045",46644,"South","low","refined"
"23046",45878,"South","first","refined"
"23047",49452,"South","middle","bare"
"23048",40329,"South","high","refined"
"23049",42935,"South","high","refined"
"23050",50273,"South","first","bare"
"23051",41537,"South","top","refined"
"23052",38400,"South","first","simple"
"23053",44142,"South","high","other"
"23054",40154,"South","high","other"
"23055",52170,"South","top","refined"
"23056",45884,"South","middle","other"
"23057",42376,"South","low","refined"
"23058",38512,"South","high","refined"
"23059",39813,"South","middle","other"
"23060",45213,"East/West","first","refined"
"23061",40065,"South","middle","refined"
"23062",38602,"South","middle","refined"
"23063",45180,"South","low","other"
"23064",45762,"South","low","other"
"23065",41937,"South","low","other"
"23066",49948,"South","top","other"
"23067",37182,"South","middle","other"
"23068",44039,"South","top","other"
"23069",41953,"South","middle","other"
"23070",35932,"South","high","other"
"23071",47230,"South","first","simple"
"23072",54413,"South","top","refined"
"23073",58175,"South","low","simple"
"23074",60539,"East/West","middle","refined"
"23075",49171,"South","first","refined"
"23076",54102,"East/West","low","refined"
"23077",54409,"South","middle","simple"
"23078",52665,"South","middle","refined"
"23079",49208,"South","high","simple"
"23080",48959,"South","high","simple"
"23081",52259,"South","middle","other"
"23082",50165,"South","middle","other"
"23083",52903,"South","high","refined"
"23084",69132,"South","first","refined"
"23085",32166,"East/West","top","other"
"23086",55741,"East/West","top","refined"
"23087",51479,"South","high","bare"
"23088",60143,"East/West","low","simple"
"23089",61252,"South","first","simple"
"23090",50555,"South","middle","simple"
"23091",54354,"South","high","simple"
"23092",51650,"South","first","other"
"23093",65958,"South","top","refined"
"23094",53490,"South","low","other"
"23095",51938,"South","high","other"
"23096",51479,"South","high","refined"
"23097",54685,"South","low","other"
"23098",55143,"South","high","other"
"23099",50167,"South","middle","other"
"23100",40610,"South","middle","simple"
"23101",55706,"South","high","other"
"23102",57593,"South","top","simple"
"23103",47969,"South","high","refined"
"23104",44760,"South","low","other"
"23105",40032,"South","high","other"
"23106",63229,"South","low","other"
"23107",46847,"South","middle","other"
"23108",65811,"South","first","refined"
"23109",55033,"South","high","simple"
"23110",45824,"South","high","simple"
"23111",42623,"South","first","simple"
"23112",58555,"North","middle","simple"
"23113",61912,"South","high","refined"
"23114",64244,"South","first","simple"
"23115",47589,"South","high","refined"
"23116",65493,"South","middle","refined"
"23117",40665,"South","high","other"
"23118",48874,"South","high","refined"
"23119",46894,"South","high","refined"
"23120",44803,"South","low","refined"
"23121",70587,"South","low","simple"
"23122",62070,"South","top","simple"
"23123",66221,"South","high","simple"
"23124",52700,"South","low","simple"
"23125",51552,"North","top","refined"
"23126",59495,"South","low","simple"
"23127",72412,"South","middle","other"
"23128",54598,"South","high","refined"
"23129",65416,"South","high","simple"
"23130",61849,"North","high","refined"
"23131",56143,"South","top","refined"
"23132",67633,"South","middle","refined"
"23133",45563,"South","low","refined"
"23134",48266,"South","middle","simple"
"23135",53789,"South","middle","simple"
"23136",50867,"South","middle","refined"
"23137",44320,"South","middle","simple"
"23138",47267,"South","middle","other"
"23139",59791,"East/West","top","simple"
"23140",48437,"South","high","refined"
"23141",57069,"South","high","refined"
"23142",44462,"South","high","refined"
"23143",41306,"South","high","simple"
"23144",44004,"North","middle","simple"
"23145",62161,"South","low","other"
"23146",67676,"South","middle","refined"
"23147",70722,"South","low","refined"
"23148",47586,"South","middle","refined"
"23149",40451,"South","middle","simple"
"23150",43305,"East/West","middle","simple"
"23151",36835,"South","low","simple"
"23152",42394,"North","middle","refined"
"23153",53125,"South","low","refined"
"23154",55256,"South","high","refined"
"23155",58301,"South","low","simple"
"23156",44019,"East/West","low","refined"
"23157",45556,"South","low","refined"
"23158",38879,"South","middle","refined"
"23159",48921,"South","top","simple"
"23160",42106,"South","high","simple"
"23161",43732,"South","middle","simple"
"23162",40744,"South","high","simple"
"23163",52502,"South","top","simple"
"23164",38876,"South","low","simple"
"23165",38219,"South","high","simple"
"23166",47731,"North","top","refined"
"23167",50000,"South","middle","refined"
"23168",46672,"South","high","refined"
"23169",53844,"South","high","other"
"23170",33487,"South","low","refined"
"23171",48834,"South","low","other"
"23172",32885,"North","middle","simple"
"23173",49366,"South","high","simple"
"23174",36882,"South","middle","refined"
"23175",31978,"South","middle","refined"
"23176",29400,"South","high","simple"
"23177",35658,"South","middle","refined"
"23178",47923,"North","top","refined"
"23179",47101,"North","high","simple"
"23180",38061,"North","middle","simple"
"23181",39451,"South","high","refined"
"23182",36775,"North","high","other"
"23183",39200,"South","high","refined"
"23184",41625,"South","top","simple"
"23185",37276,"South","high","refined"
"23186",40583,"South","middle","bare"
"23187",38136,"East/West","top","other"
"23188",34618,"North","middle","refined"
"23189",32489,"South","top","refined"
"23190",35637,"South","low","refined"
"23191",47068,"South","middle","refined"
"23192",34785,"North","low","refined"
"23193",48661,"South","middle","bare"
"23194",41558,"South","low","bare"
"23195",32489,"North","low","simple"
"23196",37753,"East/West","middle","other"
"23197",42495,"South","middle","simple"
"23198",43954,"South","top","simple"
"23199",33647,"South","low","refined"
"23200",34792,"South","low","refined"
"23201",34073,"North","middle","refined"
"23202",38365,"South","high","refined"
"23203",32653,"South","low","simple"
"23204",45655,"South","middle","other"
"23205",33553,"South","middle","refined"
"23206",28878,"North","top","other"
"23207",36985,"South","middle","other"
"23208",29081,"South","first","simple"
"23209",38043,"East/West","low","other"
"23210",29169,"South","middle","simple"
"23211",31381,"South","low","other"
"23212",31085,"South","low","simple"
"23213",29715,"North","low","simple"
"23214",27859,"South","low","other"
"23215",39214,"South","middle","other"
"23216",36470,"South","middle","refined"
"23217",29620,"South","high","simple"
"23218",41479,"South","top","simple"
"23219",37719,"South","low","simple"
"23220",30132,"South","high","simple"
"23221",36966,"North","middle","other"
"23222",29557,"North","middle","other"
"23223",30155,"North","low","simple"
"23224",41558,"South","low","refined"
"23225",46428,"South","middle","refined"
"23226",37695,"East/West","first","refined"
"23227",34129,"South","high","other"
"23228",31205,"South","low","simple"
"23229",27306,"North","low","refined"
"23230",32730,"South","top","refined"
