price_per_sqmt,facing_direction,floor_level,decoration
87277.0,South,middle,simple
87010.0,East/West,middle,other
89572.0,South,low,other
80675.0,East/West,low,simple
81972.0,East/West,NA,NA
87035.0,South,high,simple
94072.0,South,middle,simple
94123.0,South,low,other
91660.0,South,low,simple
79229.0,East/West,top,simple
80869.0,South,NA,NA
84412.0,South,high,other
83143.0,South,first,simple
93383.0,South,middle,simple
92265.0,South,middle,simple
90601.0,South,NA,NA
78149.0,South,first,bare
102814.0,East/West,NA,NA
94921.0,South,high,refined
109971.0,NA,NA,NA
110307.0,South,low,simple
98230.0,South,middle,other
93488.0,South,top,simple
95864.0,East/West,low,simple
96427.0,South,high,simple
96979.0,South,low,simple
102389.0,East/West,NA,NA
107143.0,East/West,NA,NA
97863.0,South,middle,simple
108887.0,South,first,refined
94691.0,South,middle,simple
90503.0,South,middle,simple
97043.0,South,NA,NA
95102.0,South,middle,simple
90498.0,South,low,simple
86568.0,North,low,simple
22873.0,South,high,simple
90192.0,South,middle,refined
92466.0,South,low,simple
85617.0,South,high,refined
73624.0,South,low,refined
86031.0,South,middle,simple
77546.0,East/West,low,simple
70003.0,South,middle,refined
66861.0,East/West,top,simple
77393.0,East/West,middle,refined
76962.0,South,middle,simple
74862.0,South,middle,simple
85179.0,South,low,simple
76194.0,South,first,simple
76247.0,East/West,middle,simple
86457.0,South,low,simple
81819.0,East/West,high,simple
58625.0,South,low,simple
64936.0,East/West,middle,simple
59077.0,East/West,low,simple
57456.0,South,low,simple
60112.0,South,low,refined
59182.0,South,middle,simple
59308.0,East/West,top,simple
59428.0,South,high,simple
51068.0,South,top,refined
46406.0,East/West,high,refined
46386.0,South,top,simple
47322.0,East/West,middle,refined
47109.0,South,middle,refined
48645.0,South,low,simple
51813.0,South,high,simple
50390.0,South,middle,refined
51960.0,South,middle,simple
49737.0,South,middle,simple
46728.0,South,top,simple
38229.0,North,low,simple
44811.0,South,middle,refined
47341.0,South,top,refined
39630.0,North,high,simple
43986.0,South,low,simple
42889.0,East/West,high,simple
36593.0,North,top,refined
38488.0,South,first,simple
44506.0,South,middle,simple
32259.0,South,top,refined
44933.0,South,low,refined
45597.0,South,low,other
45850.0,South,low,other
47137.0,South,low,other
47031.0,South,low,other
44545.0,South,low,other
45513.0,South,middle,other
41813.0,South,middle,other
47610.0,South,middle,other
46334.0,South,low,other
85770.0,South,middle,refined
83442.0,South,middle,refined
28214.0,South,NA,NA
68282.0,South,high,refined
54105.0,South,middle,simple
56243.0,South,high,refined
61856.0,South,high,refined
49747.0,South,first,other
39965.0,South,middle,other
37420.0,South,high,other
38228.0,South,low,other
38252.0,South,high,other
55257.0,South,first,refined
61685.0,South,top,simple
69684.0,South,middle,simple
67850.0,East/West,middle,refined
63395.0,North,middle,refined
68520.0,South,middle,simple
59374.0,South,top,simple
54839.0,South,middle,simple
68362.0,South,middle,refined
67240.0,South,middle,refined
85830.0,South,middle,refined
67603.0,South,top,refined
69182.0,South,middle,refined
75771.0,South,NA,NA
65056.0,South,low,refined
86520.0,South,high,other
74874.0,South,middle,refined
70479.0,South,top,simple
65549.0,South,middle,simple
63221.0,South,first,simple
61426.0,South,first,simple
85938.0,South,middle,other
69428.0,South,NA,NA
69595.0,South,NA,NA
63776.0,South,top,simple
66886.0,North,middle,simple
63581.0,South,first,simple
62088.0,South,top,simple
62428.0,South,low,other
70343.0,South,middle,simple
61774.0,South,middle,simple
67923.0,South,NA,NA
79870.0,South,middle,simple
72067.0,South,high,refined
64198.0,East/West,NA,NA
70990.0,South,NA,NA
76102.0,South,NA,NA
70678.0,South,NA,NA
70114.0,South,NA,NA
71543.0,South,first,refined
73691.0,South,middle,refined
76283.0,East/West,middle,simple
64793.0,South,high,refined
73478.0,South,middle,refined
62877.0,South,top,refined
71783.0,South,middle,refined
85598.0,South,low,simple
53862.0,South,top,simple
70676.0,South,top,simple
66327.0,North,NA,NA
77412.0,South,middle,refined
71936.0,South,high,refined
60121.0,North,high,simple
81594.0,South,NA,NA
63104.0,East/West,top,simple
57129.0,South,middle,simple
61362.0,South,top,simple
69563.0,South,top,simple
70149.0,South,low,refined
67468.0,South,NA,NA
60622.0,South,middle,refined
57473.0,South,middle,simple
77408.0,South,low,refined
78689.0,South,first,simple
67623.0,South,high,refined
78397.0,South,middle,simple
64806.0,North,middle,simple
68716.0,South,first,simple
73650.0,South,middle,simple
41356.0,South,top,simple
40651.0,South,top,refined
72996.0,South,first,simple
58973.0,South,middle,simple
51064.0,South,top,other
61721.0,South,middle,simple
61285.0,South,middle,refined
50413.0,East/West,first,simple
48189.0,South,top,other
54872.0,South,middle,bare
50383.0,South,first,refined
55620.0,South,low,simple
61953.0,South,low,simple
58952.0,South,high,refined
55841.0,South,first,refined
52291.0,South,high,refined
58102.0,South,low,simple
43370.0,North,high,simple
51924.0,South,high,simple
39766.0,South,middle,simple
44809.0,South,top,simple
39630.0,South,top,simple
44005.0,North,top,refined
44555.0,South,middle,simple
40751.0,South,low,simple
40596.0,East/West,top,simple
52046.0,South,high,refined
40741.0,South,high,simple
43005.0,South,middle,refined
42481.0,South,top,refined
41166.0,South,low,refined
43032.0,South,middle,refined
55032.0,South,middle,simple
41915.0,South,middle,simple
52641.0,South,high,refined
44000.0,South,low,simple
38754.0,South,middle,simple
42956.0,East/West,middle,simple
52210.0,South,first,other
47243.0,South,middle,simple
42154.0,South,middle,simple
39742.0,South,top,simple
42063.0,South,middle,other
40259.0,South,middle,refined
37263.0,South,top,other
51558.0,South,first,refined
40041.0,South,middle,simple
42811.0,South,top,simple
38272.0,South,top,simple
49919.0,South,low,simple
40000.0,South,middle,simple
39791.0,South,top,refined
43630.0,South,high,simple
34700.0,South,middle,simple
39581.0,South,high,refined
40596.0,South,middle,refined
50737.0,South,low,simple
38340.0,South,middle,simple
38462.0,South,middle,simple
49100.0,South,middle,simple
36815.0,South,high,refined
41811.0,South,middle,refined
39586.0,South,middle,refined
42266.0,South,middle,refined
39037.0,South,high,refined
46645.0,South,first,refined
38975.0,South,low,refined
41555.0,South,top,refined
43372.0,South,middle,other
43230.0,South,high,bare
43696.0,South,top,refined
39288.0,South,high,other
40312.0,South,low,simple
46713.0,South,high,other
47772.0,South,middle,other
38025.0,East/West,high,other
37879.0,South,top,other
38963.0,North,high,other
48064.0,South,high,other
49428.0,South,middle,other
39318.0,North,middle,other
41192.0,South,low,other
49100.0,South,middle,other
43324.0,South,middle,other
35348.0,North,high,other
43822.0,South,middle,other
37322.0,South,top,other
37616.0,South,middle,other
41376.0,South,middle,other
40358.0,South,middle,other
41826.0,South,middle,other
33134.0,North,high,other
29412.0,North,high,other
32021.0,North,middle,other
31482.0,South,high,other
27168.0,South,middle,other
24976.0,North,top,other
27408.0,East/West,high,other
26674.0,North,middle,other
27963.0,South,top,other
28226.0,North,middle,other
30049.0,South,middle,other
25781.0,North,middle,other
24668.0,South,low,other
24699.0,South,top,other
30730.0,South,middle,other
26132.0,South,first,other
19941.0,North,top,other
24071.0,South,high,other
23400.0,South,middle,other
68304.0,South,high,simple
67257.0,South,middle,simple
65539.0,East/West,top,refined
72204.0,North,middle,simple
69010.0,East/West,high,refined
64337.0,North,first,simple
69024.0,North,high,simple
63748.0,South,NA,NA
68627.0,North,first,refined
66844.0,North,middle,refined
71221.0,North,high,refined
66844.0,North,middle,refined
61367.0,South,top,refined
62546.0,East/West,high,refined
61170.0,North,first,refined
67341.0,North,low,refined
61855.0,East/West,high,refined
66835.0,East/West,high,refined
69980.0,East/West,low,refined
70904.0,East/West,high,refined
70502.0,South,first,simple
73417.0,South,low,other
73429.0,East/West,high,refined
62666.0,North,top,simple
56739.0,North,middle,refined
54862.0,North,low,other
52778.0,North,high,refined
49576.0,North,high,refined
50116.0,East/West,middle,refined
42474.0,North,first,refined
46775.0,East/West,low,refined
42056.0,North,middle,simple
43762.0,East/West,middle,refined
48884.0,East/West,high,refined
44549.0,South,middle,refined
47322.0,South,high,simple
39741.0,East/West,high,refined
41836.0,East/West,middle,refined
46378.0,South,middle,simple
41922.0,East/West,low,refined
41457.0,East/West,low,refined
45625.0,East/West,high,refined
42171.0,East/West,middle,other
38853.0,North,high,refined
39899.0,North,low,other
39984.0,North,middle,other
31470.0,South,middle,other
26416.0,South,top,other
72536.0,South,middle,other
66178.0,East/West,low,simple
70247.0,South,high,other
83025.0,South,top,other
59253.0,South,top,simple
55440.0,South,top,refined
54145.0,South,top,refined
84904.0,South,middle,simple
73999.0,South,middle,simple
77552.0,South,middle,other
63433.0,South,middle,simple
78092.0,South,middle,refined
72205.0,South,middle,simple
63244.0,South,high,refined
71331.0,South,middle,refined
67956.0,South,top,simple
71802.0,South,low,simple
52012.0,South,top,simple
74511.0,South,middle,refined
78372.0,South,low,simple
59798.0,South,top,refined
73861.0,South,first,refined
73171.0,South,high,refined
73019.0,South,NA,NA
77576.0,South,low,refined
78696.0,South,middle,refined
73413.0,South,high,refined
74172.0,South,first,other
70939.0,South,top,simple
73790.0,South,top,simple
73171.0,South,middle,simple
84492.0,South,low,refined
75915.0,South,middle,refined
74636.0,South,middle,simple
68445.0,NA,NA,NA
80321.0,East/West,NA,NA
66162.0,East/West,middle,simple
66098.0,East/West,low,other
76673.0,South,NA,NA
81328.0,South,NA,NA
74530.0,NA,NA,NA
72671.0,South,NA,NA
73292.0,South,middle,simple
65432.0,East/West,NA,NA
67902.0,South,low,simple
73130.0,South,NA,NA
68887.0,South,first,simple
74132.0,South,middle,other
71329.0,South,middle,refined
74895.0,South,low,refined
74091.0,South,middle,other
75084.0,South,low,other
74198.0,South,middle,simple
69768.0,South,top,simple
64750.0,NA,NA,NA
70581.0,South,middle,simple
49893.0,South,top,simple
70797.0,South,middle,refined
67573.0,South,low,simple
73457.0,South,first,other
53025.0,South,top,simple
72350.0,East/West,high,refined
79886.0,South,first,simple
74198.0,South,high,simple
71439.0,South,NA,NA
69823.0,South,NA,NA
77778.0,South,NA,NA
82614.0,East/West,NA,NA
78885.0,East/West,first,other
81262.0,East/West,top,refined
90434.0,South,low,refined
88658.0,South,high,simple
80372.0,South,NA,NA
80768.0,South,NA,NA
75777.0,South,high,simple
75383.0,East/West,middle,simple
75777.0,South,high,simple
77093.0,South,high,other
71160.0,South,middle,simple
44562.0,East/West,top,refined
43425.0,East/West,top,bare
77795.0,South,middle,simple
64242.0,South,top,simple
66965.0,South,middle,refined
44697.0,South,top,simple
45048.0,South,top,refined
43273.0,South,top,refined
57791.0,South,middle,bare
41387.0,South,top,simple
53739.0,East/West,middle,simple
65958.0,South,top,refined
61718.0,East/West,low,refined
59105.0,South,middle,refined
62072.0,South,middle,simple
62696.0,South,first,simple
57637.0,South,middle,refined
63855.0,South,middle,simple
58236.0,South,first,refined
63619.0,South,low,simple
59171.0,South,first,refined
54014.0,South,first,simple
35605.0,East/West,top,simple
43955.0,South,top,simple
56757.0,East/West,high,simple
61273.0,South,middle,refined
56883.0,South,middle,refined
50048.0,South,low,refined
56197.0,South,first,simple
50091.0,East/West,middle,other
53896.0,South,middle,simple
57311.0,South,top,refined
55073.0,South,low,refined
51812.0,South,top,refined
29684.0,East/West,top,refined
56922.0,South,high,simple
51223.0,East/West,middle,simple
52796.0,South,middle,other
58251.0,South,middle,simple
54697.0,South,middle,refined
48171.0,South,middle,refined
49008.0,East/West,low,refined
50106.0,South,low,refined
33964.0,South,top,simple
52953.0,South,high,refined
32296.0,East/West,top,simple
51608.0,East/West,top,refined
46304.0,South,first,simple
33051.0,East/West,top,refined
54677.0,South,middle,simple
35687.0,South,first,other
51553.0,South,top,refined
44147.0,South,middle,simple
48149.0,South,low,simple
47827.0,South,middle,simple
47205.0,South,middle,refined
45610.0,South,high,simple
47205.0,South,middle,simple
43306.0,East/West,first,simple
46952.0,South,middle,refined
49273.0,South,middle,other
43986.0,South,top,simple
51748.0,South,low,simple
44317.0,South,top,refined
45633.0,South,middle,simple
47574.0,South,low,simple
55132.0,South,middle,refined
60436.0,South,middle,refined
49416.0,South,middle,simple
50942.0,South,top,simple
52735.0,South,high,other
34221.0,South,top,simple
46660.0,South,middle,simple
47370.0,South,middle,other
41050.0,East/West,middle,refined
41543.0,South,middle,refined
40997.0,South,high,simple
55298.0,South,high,simple
30419.0,East/West,top,simple
45970.0,South,first,other
43210.0,South,low,refined
44147.0,South,low,simple
41542.0,South,high,refined
52438.0,South,middle,simple
43851.0,South,middle,refined
44596.0,South,middle,simple
47031.0,South,low,refined
42074.0,South,middle,refined
39635.0,South,middle,refined
43155.0,South,middle,refined
49140.0,South,middle,other
39147.0,South,high,refined
45263.0,South,middle,simple
40328.0,South,first,refined
43824.0,South,first,simple
43903.0,South,middle,simple
48720.0,East/West,high,refined
41594.0,East/West,first,other
54710.0,South,low,simple
54388.0,South,low,other
43293.0,South,high,other
45822.0,South,middle,other
52817.0,South,first,other
38149.0,South,top,other
46492.0,East/West,middle,other
45029.0,East/West,low,other
34675.0,South,top,other
49317.0,South,middle,other
50942.0,South,middle,other
42034.0,South,first,other
48755.0,South,top,other
47951.0,South,middle,other
44160.0,South,top,other
29171.0,East/West,top,other
44133.0,South,top,other
50556.0,South,low,other
42412.0,East/West,low,other
35086.0,South,top,other
49360.0,North,high,other
34981.0,South,top,other
46761.0,South,middle,other
45996.0,South,middle,other
39635.0,South,middle,other
48727.0,South,high,other
42792.0,South,top,other
42029.0,South,high,other
44794.0,South,low,other
40373.0,East/West,middle,other
43238.0,South,first,other
45973.0,South,first,other
39326.0,East/West,low,other
39985.0,East/West,low,other
40244.0,South,middle,other
47505.0,South,middle,other
41629.0,South,low,other
38137.0,East/West,high,other
36619.0,East/West,high,other
55053.0,South,middle,other
43583.0,South,middle,other
32098.0,South,high,other
34334.0,South,middle,other
37653.0,South,low,other
29712.0,South,high,other
30121.0,East/West,middle,other
28860.0,East/West,middle,other
32346.0,South,middle,other
24800.0,South,top,other
31708.0,South,middle,other
19789.0,East/West,top,other
24563.0,South,top,other
28572.0,South,high,other
29757.0,South,middle,other
30435.0,South,low,other
30435.0,South,middle,other
30022.0,South,first,other
27525.0,South,high,other
87951.0,South,middle,refined
67571.0,South,first,refined
2787.0,South,first,other
49094.0,South,middle,other
60083.0,South,first,other
45754.0,South,middle,other
41801.0,South,first,other
77213.0,South,top,simple
83520.0,South,high,simple
81255.0,South,first,simple
46162.0,South,top,simple
71429.0,East/West,high,simple
68522.0,East/West,first,simple
67098.0,South,middle,refined
68151.0,South,top,simple
76420.0,South,first,refined
51152.0,South,top,refined
64287.0,South,high,simple
68163.0,East/West,high,simple
55520.0,East/West,high,simple
66222.0,South,middle,simple
73624.0,South,middle,simple
75046.0,South,high,simple
73346.0,South,low,simple
73925.0,South,high,simple
67124.0,South,NA,NA
78074.0,South,NA,NA
76493.0,South,middle,other
58824.0,East/West,NA,NA
72122.0,East/West,NA,NA
71487.0,South,NA,NA
75287.0,South,middle,refined
69614.0,South,high,other
72026.0,South,high,simple
64899.0,North,NA,NA
82309.0,South,NA,NA
76331.0,South,low,simple
71168.0,South,NA,NA
75343.0,South,middle,other
74727.0,South,middle,refined
64407.0,South,middle,refined
59345.0,East/West,NA,NA
60147.0,South,top,simple
71237.0,South,first,other
66330.0,South,first,refined
64893.0,South,high,simple
59702.0,East/West,middle,simple
68767.0,South,middle,refined
56171.0,South,top,other
68886.0,South,NA,NA
65218.0,South,high,refined
76930.0,South,NA,NA
68929.0,East/West,high,simple
74811.0,South,high,refined
65477.0,South,top,refined
67115.0,South,low,simple
58722.0,East/West,NA,NA
68810.0,North,NA,NA
73171.0,South,high,other
72890.0,East/West,middle,refined
73272.0,South,high,simple
81780.0,South,first,simple
76501.0,South,middle,simple
71858.0,South,first,refined
65443.0,South,first,simple
59805.0,South,NA,NA
78960.0,South,NA,NA
75886.0,South,middle,other
63360.0,South,top,simple
74357.0,South,middle,simple
61115.0,North,low,refined
61701.0,South,middle,refined
77499.0,South,high,refined
76231.0,East/West,middle,refined
57866.0,South,top,simple
73078.0,South,high,refined
70901.0,South,middle,refined
65536.0,East/West,high,simple
75556.0,South,high,simple
75904.0,South,high,refined
73195.0,South,low,refined
65537.0,South,first,refined
66482.0,South,middle,refined
58659.0,South,first,simple
61225.0,North,first,simple
61611.0,East/West,middle,simple
56034.0,South,low,refined
40373.0,South,top,other
51994.0,North,middle,simple
57132.0,South,top,simple
55220.0,East/West,high,refined
60340.0,South,low,simple
62610.0,East/West,middle,refined
62429.0,South,first,simple
54833.0,South,middle,refined
59966.0,South,high,simple
40269.0,South,top,refined
54846.0,South,low,simple
51544.0,South,low,refined
46703.0,South,low,refined
52013.0,South,first,simple
35574.0,South,top,simple
47219.0,East/West,middle,refined
45786.0,East/West,first,simple
38269.0,East/West,high,refined
46089.0,South,first,simple
46563.0,South,low,refined
45780.0,South,middle,simple
51688.0,South,high,simple
48543.0,South,middle,refined
48109.0,South,middle,simple
50368.0,South,middle,refined
42233.0,South,high,refined
48784.0,South,middle,refined
41682.0,North,high,other
37702.0,South,top,simple
41384.0,East/West,low,simple
43127.0,South,middle,simple
42483.0,South,high,refined
49895.0,South,middle,simple
43558.0,South,high,refined
46394.0,North,middle,simple
40722.0,South,high,simple
41384.0,East/West,high,refined
40911.0,East/West,first,simple
38013.0,South,top,refined
36111.0,South,middle,simple
43683.0,South,first,other
43365.0,East/West,middle,simple
33096.0,South,top,simple
37295.0,South,low,simple
44107.0,South,high,refined
44988.0,South,middle,other
40842.0,South,middle,refined
34290.0,East/West,high,refined
42853.0,South,high,refined
34547.0,South,top,refined
43743.0,South,low,simple
44293.0,East/West,low,simple
42627.0,South,middle,other
43743.0,South,middle,bare
38998.0,South,high,refined
45225.0,South,low,refined
45657.0,South,high,simple
38213.0,South,top,other
42223.0,South,middle,other
47895.0,South,low,other
44510.0,East/West,high,other
49085.0,South,high,other
45989.0,South,middle,other
36053.0,South,top,other
35998.0,South,middle,other
42020.0,South,low,other
45689.0,South,middle,other
34470.0,South,top,other
33960.0,South,middle,other
43378.0,South,middle,other
39593.0,South,middle,other
42272.0,South,first,other
44509.0,South,high,other
40705.0,South,low,other
38791.0,South,middle,other
34568.0,South,top,other
42370.0,South,first,other
38200.0,East/West,middle,other
39213.0,East/West,first,other
36453.0,South,high,other
29846.0,South,top,other
31187.0,South,middle,other
24624.0,South,top,other
31186.0,South,first,other
23740.0,East/West,top,other
33334.0,South,middle,other
22508.0,South,low,other
23750.0,East/West,top,other
28510.0,South,middle,other
30626.0,South,high,other
30051.0,South,middle,other
25426.0,East/West,top,other
20250.0,North,middle,other
19612.0,North,low,other
23769.0,South,high,other
25917.0,South,first,other
19065.0,South,low,other
99497.0,South,middle,other
100083.0,South,low,simple
84850.0,South,middle,other
85666.0,South,low,simple
98535.0,South,low,refined
112363.0,South,high,refined
99499.0,South,high,refined
92810.0,South,high,other
89784.0,South,top,refined
98663.0,South,top,simple
90834.0,South,low,simple
69017.0,South,first,simple
60929.0,South,middle,simple
58416.0,South,middle,simple
29369.0,South,middle,bare
70106.0,South,top,simple
52864.0,South,top,refined
51187.0,South,middle,simple
70699.0,South,top,refined
51929.0,South,middle,bare
49927.0,South,top,simple
51929.0,South,NA,NA
75196.0,South,middle,refined
69617.0,East/West,low,refined
74958.0,South,high,simple
76144.0,South,first,other
69797.0,East/West,first,other
74760.0,South,NA,NA
54734.0,South,NA,NA
68966.0,South,middle,simple
62112.0,South,NA,NA
67059.0,East/West,middle,simple
72865.0,South,first,other
71233.0,South,high,other
72323.0,South,low,refined
70565.0,South,NA,NA
71875.0,South,NA,NA
58754.0,South,NA,NA
69965.0,South,NA,NA
67896.0,South,NA,NA
66912.0,East/West,NA,NA
69323.0,South,top,simple
65324.0,South,NA,NA
67308.0,South,NA,NA
65574.0,South,high,simple
64815.0,East/West,low,other
62522.0,East/West,middle,simple
57102.0,South,middle,refined
52563.0,South,middle,simple
71038.0,South,NA,NA
53382.0,South,NA,NA
80795.0,South,middle,simple
42347.0,East/West,NA,NA
71331.0,South,middle,simple
69832.0,South,NA,NA
74834.0,South,middle,simple
65588.0,South,middle,simple
70016.0,South,middle,other
67548.0,NA,NA,NA
67673.0,East/West,low,refined
64317.0,South,NA,NA
51776.0,South,top,simple
44720.0,East/West,first,simple
53473.0,South,high,simple
51793.0,East/West,high,simple
53174.0,South,low,refined
52253.0,South,low,refined
44706.0,East/West,high,simple
42395.0,South,middle,simple
41171.0,South,first,other
38914.0,South,middle,simple
45018.0,East/West,top,simple
44392.0,South,top,simple
46847.0,South,low,simple
52917.0,South,top,refined
47300.0,South,middle,simple
51113.0,South,middle,other
44422.0,South,top,refined
45294.0,East/West,middle,refined
37056.0,East/West,top,simple
46431.0,South,first,other
40469.0,South,middle,other
37336.0,South,middle,other
40837.0,South,middle,refined
37295.0,East/West,middle,other
34986.0,South,top,other
44242.0,South,middle,other
42400.0,South,first,other
43041.0,South,middle,other
41900.0,East/West,high,other
39510.0,South,middle,other
35263.0,South,middle,other
30236.0,South,middle,other
24561.0,South,top,other
22701.0,South,middle,other
40028.0,South,NA,NA
69778.0,South,NA,NA
64103.0,South,middle,other
69091.0,South,middle,refined
63717.0,South,middle,refined
64981.0,South,middle,refined
66965.0,South,first,simple
57858.0,South,first,simple
57920.0,South,top,refined
54366.0,South,first,simple
48931.0,South,middle,refined
58732.0,South,first,refined
48865.0,South,first,bare
49347.0,South,first,other
1626.0,South,basement,other
30330.0,South,middle,other
35780.0,South,middle,other
71822.0,South,middle,simple
82965.0,South,middle,simple
80168.0,South,low,refined
73253.0,South,first,simple
72059.0,South,top,simple
66372.0,South,top,simple
73981.0,South,top,refined
71478.0,South,high,simple
85325.0,South,middle,simple
79897.0,South,top,refined
72951.0,South,top,simple
69941.0,South,high,refined
61490.0,South,middle,refined
57796.0,South,middle,other
42742.0,South,top,simple
43128.0,South,high,simple
41238.0,South,middle,simple
52312.0,South,middle,other
40550.0,South,top,other
77827.0,South,middle,simple
83389.0,South,first,refined
70124.0,South,first,simple
78572.0,South,middle,refined
74818.0,South,middle,simple
67665.0,South,middle,simple
59378.0,South,top,refined
62500.0,South,top,simple
80125.0,South,middle,refined
78882.0,South,NA,NA
86828.0,South,middle,refined
79774.0,South,middle,other
72442.0,South,middle,simple
69034.0,South,top,simple
70659.0,South,low,simple
74423.0,South,low,refined
86042.0,South,NA,NA
79504.0,South,first,simple
76923.0,South,NA,NA
67347.0,South,middle,simple
71240.0,South,low,other
70205.0,South,middle,refined
75871.0,South,NA,NA
72134.0,South,NA,NA
70816.0,South,middle,simple
54658.0,South,NA,NA
56914.0,South,middle,simple
70062.0,South,middle,other
84881.0,South,first,simple
78869.0,South,top,refined
72322.0,South,middle,simple
70248.0,South,middle,other
63236.0,South,top,refined
63835.0,South,top,simple
64354.0,South,first,simple
63266.0,South,top,refined
64440.0,South,first,refined
60817.0,South,middle,simple
62963.0,South,middle,refined
62643.0,South,middle,refined
53980.0,South,top,simple
60884.0,South,middle,other
60849.0,South,first,simple
51294.0,South,middle,simple
54348.0,South,high,simple
48955.0,South,high,refined
43642.0,South,top,simple
46735.0,East/West,first,simple
47232.0,South,first,simple
52312.0,South,low,refined
49460.0,South,middle,refined
51056.0,South,high,refined
36717.0,South,top,refined
45930.0,South,top,simple
43946.0,East/West,first,refined
47434.0,South,high,simple
45202.0,South,middle,refined
42449.0,South,top,simple
45347.0,South,first,simple
50747.0,South,high,refined
47379.0,South,low,refined
43914.0,South,middle,simple
53136.0,South,first,refined
51725.0,South,low,other
50896.0,South,first,simple
47546.0,South,high,refined
48820.0,South,first,simple
52210.0,South,high,refined
51064.0,South,middle,simple
51227.0,South,middle,simple
51553.0,South,middle,simple
32133.0,South,top,simple
42375.0,South,middle,simple
40329.0,South,top,other
36109.0,South,top,simple
50564.0,South,low,refined
48077.0,South,low,simple
43003.0,South,first,simple
33801.0,South,top,simple
42776.0,South,first,other
48722.0,South,middle,refined
48945.0,South,middle,other
48077.0,South,first,refined
49100.0,South,first,other
48480.0,South,middle,other
46898.0,South,middle,other
59653.0,South,top,simple
52999.0,South,middle,simple
50470.0,South,middle,simple
48183.0,South,middle,refined
47986.0,East/West,middle,refined
47986.0,South,middle,simple
35256.0,South,middle,refined
34192.0,South,top,refined
61955.0,South,first,refined
34625.0,South,basement,refined
63113.0,South,low,simple
61770.0,South,middle,simple
63481.0,South,middle,other
76992.0,South,high,refined
66890.0,South,middle,refined
19770.0,South,middle,other
64669.0,East/West,NA,NA
69674.0,South,first,simple
63915.0,South,low,refined
59532.0,South,middle,simple
60977.0,South,NA,NA
63334.0,South,middle,refined
62593.0,South,NA,NA
63618.0,South,middle,simple
61408.0,South,top,other
64317.0,South,NA,NA
59122.0,South,high,simple
78520.0,South,first,refined
65564.0,South,middle,simple
52308.0,South,NA,NA
64261.0,South,top,refined
56373.0,South,NA,NA
58824.0,South,NA,NA
55773.0,South,middle,simple
64926.0,South,middle,simple
56005.0,South,high,simple
42672.0,East/West,high,refined
48889.0,South,middle,simple
41036.0,South,high,simple
42037.0,South,middle,refined
39356.0,South,top,simple
38291.0,South,middle,refined
35202.0,South,low,refined
33051.0,South,low,simple
35417.0,South,middle,bare
36488.0,South,first,refined
49279.0,South,NA,NA
47441.0,North,high,refined
51085.0,South,NA,NA
63883.0,South,NA,NA
65915.0,South,top,other
68182.0,South,NA,NA
59010.0,North,NA,NA
65910.0,South,middle,refined
45775.0,South,middle,simple
42890.0,South,first,refined
34654.0,South,first,simple
23110.0,South,top,other
32787.0,South,middle,refined
32296.0,South,middle,other
28669.0,South,top,other
32528.0,South,top,other
33451.0,South,middle,other
22705.0,South,middle,other
25281.0,South,middle,other
23077.0,South,first,other
17640.0,South,middle,other
57269.0,South,low,refined
60457.0,South,NA,NA
55763.0,North,middle,refined
26316.0,South,NA,NA
55510.0,North,first,other
51595.0,South,NA,NA
47055.0,East/West,high,refined
54449.0,South,low,refined
53925.0,North,first,simple
56847.0,North,low,simple
67059.0,South,NA,NA
51944.0,South,high,simple
54051.0,South,high,simple
48518.0,South,high,refined
37451.0,South,middle,refined
40422.0,South,high,refined
41828.0,South,top,simple
39708.0,South,top,simple
39192.0,South,high,refined
39573.0,South,high,simple
40577.0,South,middle,refined
29892.0,East/West,high,simple
36034.0,South,high,simple
37083.0,South,high,refined
28766.0,North,low,refined
36803.0,South,middle,refined
51976.0,South,top,refined
48820.0,South,high,simple
59057.0,South,high,refined
52196.0,South,middle,bare
50091.0,South,high,refined
54228.0,South,middle,refined
49270.0,South,low,simple
52996.0,South,middle,refined
49585.0,South,top,refined
55018.0,South,middle,simple
59772.0,South,middle,refined
52674.0,South,low,simple
52308.0,South,high,refined
45237.0,South,first,simple
39416.0,South,middle,refined
41730.0,South,first,simple
39416.0,South,low,simple
39167.0,South,top,simple
37283.0,South,low,simple
33835.0,South,low,simple
34651.0,South,high,simple
34300.0,South,top,refined
32025.0,South,high,simple
37614.0,South,low,simple
33940.0,South,top,other
28425.0,South,first,simple
31451.0,South,top,other
31152.0,South,middle,other
22993.0,South,middle,other
14781.0,South,top,other
76481.0,South,first,refined
80848.0,South,basement,other
78075.0,South,first,simple
72334.0,South,first,refined
69061.0,South,first,refined
64017.0,South,first,refined
63214.0,South,first,simple
64925.0,South,first,refined
43769.0,South,first,simple
48414.0,South,basement,refined
45483.0,South,basement,other
37556.0,South,first,other
54472.0,South,middle,refined
50604.0,South,NA,NA
57718.0,South,middle,refined
56921.0,South,NA,NA
49464.0,North,high,refined
56857.0,South,NA,NA
49161.0,South,middle,refined
50076.0,South,middle,refined
59549.0,North,NA,NA
66740.0,South,low,refined
59047.0,South,high,refined
53600.0,South,middle,refined
50000.0,South,high,refined
44040.0,South,high,refined
33143.0,South,low,refined
34649.0,South,middle,refined
29126.0,South,middle,other
23650.0,South,low,refined
31327.0,South,high,other
24074.0,South,high,other
21557.0,South,middle,other
