price_per_sqmt,facing_direction,floor_level,decoration
60770.0,South,first,other
63935.0,South,low,simple
52192.0,East/West,top,simple
61976.0,South,middle,refined
57055.0,South,middle,other
58998.0,South,middle,simple
42031.0,East/West,middle,simple
46550.0,North,top,simple
61326.0,South,middle,simple
53862.0,South,middle,refined
61759.0,South,middle,refined
60639.0,South,low,simple
58346.0,South,high,simple
59907.0,South,top,refined
58617.0,South,low,simple
57121.0,South,first,refined
56494.0,South,middle,simple
55775.0,South,middle,simple
58353.0,South,high,simple
56629.0,South,high,simple
50633.0,South,middle,simple
55459.0,South,low,refined
55320.0,South,high,refined
59535.0,South,middle,refined
50820.0,South,middle,simple
51434.0,South,top,refined
56811.0,South,first,refined
58162.0,South,high,simple
49138.0,South,top,simple
55995.0,South,first,refined
57111.0,South,first,refined
54826.0,South,high,refined
57378.0,South,high,refined
52905.0,South,high,simple
56680.0,South,middle,refined
55834.0,South,low,refined
50874.0,South,first,simple
50550.0,East/West,top,simple
55193.0,South,middle,simple
46622.0,North,first,simple
57165.0,South,middle,other
53105.0,South,high,bare
50880.0,East/West,first,refined
49143.0,East/West,middle,simple
57795.0,South,high,simple
53715.0,South,middle,refined
48961.0,South,middle,simple
51732.0,South,first,refined
47709.0,South,top,simple
49573.0,South,first,simple
53013.0,East/West,high,refined
58818.0,South,middle,refined
54499.0,South,middle,refined
51299.0,South,top,simple
52500.0,South,high,refined
50055.0,South,middle,simple
50102.0,South,first,refined
51778.0,East/West,middle,simple
48584.0,South,high,refined
49599.0,South,high,refined
50316.0,South,low,simple
58881.0,South,middle,simple
48647.0,South,top,refined
47911.0,South,top,simple
49288.0,East/West,high,simple
47293.0,South,low,refined
43551.0,South,top,other
49656.0,South,middle,other
47426.0,South,high,simple
52648.0,South,high,refined
49755.0,South,middle,simple
42617.0,East/West,high,simple
45906.0,South,top,refined
46225.0,East/West,top,simple
49401.0,South,high,simple
54483.0,South,middle,refined
51334.0,South,first,refined
50927.0,South,middle,simple
45605.0,East/West,high,simple
48055.0,South,high,other
47087.0,South,middle,bare
50346.0,South,low,simple
50497.0,South,first,refined
41735.0,South,top,refined
35732.0,East/West,middle,simple
50512.0,South,first,simple
47470.0,South,middle,simple
39437.0,South,top,other
48853.0,South,middle,refined
46554.0,South,middle,refined
46559.0,South,middle,other
37601.0,South,middle,simple
42881.0,South,middle,other
41166.0,East/West,low,simple
46193.0,South,first,refined
46499.0,South,high,simple
46645.0,South,middle,refined
45917.0,South,high,simple
44143.0,South,high,other
41574.0,South,top,simple
44079.0,South,low,refined
43025.0,South,high,simple
45359.0,South,middle,other
44014.0,South,middle,refined
41380.0,South,middle,simple
38194.0,South,low,simple
45636.0,South,middle,simple
39637.0,South,top,other
38978.0,East/West,middle,simple
41677.0,South,low,simple
36320.0,South,top,other
43202.0,East/West,top,refined
42902.0,South,first,simple
40548.0,South,top,simple
40893.0,South,middle,simple
39283.0,South,top,bare
40767.0,East/West,middle,refined
44737.0,South,middle,simple
44009.0,South,low,refined
41442.0,South,first,refined
44374.0,South,middle,refined
49462.0,South,middle,refined
44835.0,South,low,other
44705.0,South,high,refined
40607.0,South,low,simple
43786.0,South,middle,refined
42080.0,South,middle,bare
39517.0,South,middle,refined
42179.0,East/West,middle,refined
40133.0,South,first,simple
37644.0,South,middle,simple
41454.0,East/West,high,simple
39752.0,South,top,simple
37759.0,South,top,simple
40765.0,South,middle,simple
40518.0,South,high,simple
37883.0,East/West,middle,simple
42167.0,South,middle,refined
40021.0,South,low,simple
38455.0,South,top,simple
37015.0,South,top,simple
44115.0,South,first,simple
41334.0,South,low,simple
47493.0,South,high,refined
38948.0,South,middle,simple
37377.0,South,middle,other
39484.0,South,top,refined
37325.0,South,first,simple
41449.0,South,middle,refined
42535.0,South,middle,simple
40626.0,South,middle,refined
38626.0,South,high,simple
35560.0,South,top,other
39204.0,South,top,refined
42194.0,South,high,refined
35171.0,South,high,simple
35646.0,South,high,simple
40000.0,South,middle,simple
40658.0,South,high,simple
39522.0,South,middle,refined
37423.0,South,high,refined
33876.0,South,first,simple
39716.0,South,high,simple
36926.0,South,high,simple
39868.0,South,high,refined
47493.0,South,middle,refined
41327.0,South,middle,other
39667.0,South,middle,simple
42019.0,South,high,simple
40152.0,South,low,simple
39691.0,South,low,other
36898.0,East/West,middle,other
41868.0,South,low,refined
37871.0,East/West,top,simple
40723.0,South,middle,simple
35081.0,East/West,top,simple
37289.0,South,high,simple
37789.0,South,top,refined
34318.0,South,first,simple
39815.0,South,middle,refined
40212.0,South,high,simple
32773.0,North,top,refined
40678.0,South,middle,simple
37033.0,South,top,refined
38162.0,East/West,middle,refined
37797.0,South,middle,simple
33285.0,South,high,refined
38589.0,East/West,first,refined
35960.0,South,middle,refined
33507.0,East/West,low,simple
34086.0,South,top,refined
37321.0,South,middle,refined
24317.0,South,top,refined
39501.0,South,middle,other
40112.0,South,first,refined
37746.0,South,high,refined
37222.0,South,top,simple
34175.0,South,top,refined
37362.0,South,middle,other
31866.0,East/West,high,bare
33861.0,South,top,simple
33708.0,East/West,middle,refined
31070.0,North,top,refined
34635.0,South,top,simple
44343.0,South,middle,simple
32529.0,East/West,low,refined
37152.0,South,middle,simple
36683.0,South,first,refined
35835.0,South,middle,simple
43111.0,South,top,refined
37480.0,South,low,simple
38194.0,South,middle,refined
38861.0,South,high,refined
32537.0,South,top,other
32716.0,South,top,simple
35994.0,South,high,simple
31326.0,East/West,top,simple
34685.0,South,low,refined
36255.0,South,high,refined
34647.0,South,top,other
33707.0,South,top,simple
36266.0,South,first,simple
36115.0,South,high,simple
33738.0,South,middle,refined
31424.0,South,top,refined
37768.0,South,first,simple
35725.0,South,high,refined
34593.0,South,middle,simple
39350.0,South,high,simple
34707.0,South,top,simple
37893.0,South,first,simple
37796.0,South,low,simple
37167.0,South,low,refined
35112.0,South,middle,other
32037.0,South,high,simple
26211.0,South,first,simple
27332.0,South,top,simple
34233.0,South,middle,refined
31182.0,East/West,middle,simple
36056.0,South,top,refined
35181.0,South,middle,refined
30772.0,East/West,middle,simple
35311.0,South,low,simple
35585.0,South,low,refined
31182.0,East/West,high,bare
36455.0,South,middle,refined
34053.0,South,first,refined
33908.0,South,middle,simple
32205.0,South,first,simple
38388.0,South,low,refined
30279.0,South,top,simple
33265.0,South,middle,simple
36224.0,South,middle,simple
31915.0,South,high,other
30279.0,South,top,other
32397.0,South,first,bare
45554.0,South,first,simple
34053.0,South,first,refined
34907.0,South,middle,other
37201.0,South,low,simple
40618.0,South,middle,other
38750.0,South,middle,other
39365.0,South,middle,refined
39637.0,South,middle,simple
34822.0,South,first,other
40805.0,South,low,other
38700.0,South,top,other
41346.0,South,high,other
42167.0,South,middle,other
38310.0,South,top,other
42728.0,South,low,other
43785.0,South,high,other
39522.0,South,middle,other
38454.0,South,high,other
40166.0,South,first,other
36242.0,South,top,other
38462.0,South,high,other
39196.0,South,top,other
34828.0,South,top,other
36186.0,South,middle,other
38182.0,South,first,other
48462.0,South,low,other
41167.0,South,high,other
35517.0,South,top,other
40635.0,South,middle,other
36342.0,South,middle,other
41747.0,South,high,other
39204.0,South,high,other
34775.0,East/West,top,other
36750.0,East/West,middle,other
37119.0,South,top,other
38943.0,South,high,other
40883.0,South,high,other
36709.0,North,middle,other
37153.0,South,top,other
35517.0,South,high,other
43097.0,South,high,other
41365.0,South,low,other
41153.0,South,high,other
38249.0,South,first,other
39518.0,South,first,other
39167.0,South,top,other
36308.0,South,middle,other
38201.0,South,top,other
38101.0,South,first,other
38183.0,South,top,other
38019.0,South,first,other
37986.0,South,high,other
32757.0,South,low,other
36637.0,South,middle,other
38104.0,South,high,other
42138.0,South,middle,other
34080.0,East/West,top,other
43161.0,South,high,other
42918.0,South,top,other
39938.0,South,low,other
36547.0,South,high,other
37655.0,South,first,other
33216.0,South,top,other
37845.0,South,first,other
35017.0,South,high,other
39555.0,South,high,other
38565.0,South,top,other
35414.0,South,first,other
36552.0,South,high,other
35248.0,South,high,other
33799.0,South,low,other
37793.0,South,middle,other
35680.0,South,middle,other
38000.0,South,middle,other
36672.0,South,middle,other
37075.0,South,middle,other
35902.0,South,first,other
40263.0,South,middle,other
36334.0,South,low,other
36526.0,South,first,other
37520.0,South,high,other
38106.0,South,high,other
36825.0,South,middle,other
33234.0,East/West,top,other
36621.0,South,top,other
37758.0,South,low,other
36994.0,South,middle,other
38385.0,South,first,other
39960.0,South,top,other
35395.0,South,top,other
37543.0,South,high,other
36936.0,South,top,other
33970.0,South,top,other
34667.0,South,low,other
39066.0,South,middle,other
34921.0,South,middle,other
32089.0,South,middle,other
33169.0,South,middle,other
29240.0,South,high,other
32675.0,South,high,other
30515.0,South,high,other
29133.0,South,top,other
26825.0,South,first,other
29893.0,South,first,other
25073.0,South,low,other
28093.0,East/West,top,other
29007.0,South,top,other
32344.0,South,low,other
32223.0,South,high,other
30388.0,South,middle,other
30953.0,South,high,other
29167.0,South,high,other
27891.0,South,middle,other
35620.0,South,high,other
27884.0,South,top,other
30500.0,South,low,other
27745.0,South,first,other
24498.0,East/West,middle,other
24391.0,South,first,other
29346.0,South,high,other
27883.0,East/West,middle,other
30388.0,South,middle,other
28917.0,South,middle,other
28000.0,South,middle,other
23576.0,East/West,middle,other
25538.0,South,top,other
29520.0,South,low,other
27609.0,South,middle,other
26662.0,South,first,other
29000.0,South,high,other
27570.0,South,low,other
28329.0,South,first,other
28531.0,South,middle,other
28104.0,South,low,other
24907.0,South,middle,other
29481.0,South,first,other
25769.0,South,middle,other
28869.0,South,high,other
24551.0,South,first,other
28633.0,South,middle,other
25291.0,South,high,other
26095.0,South,first,other
25693.0,South,first,other
25104.0,South,low,other
24091.0,South,middle,other
25619.0,East/West,middle,other
25234.0,South,middle,other
23700.0,South,middle,other
20956.0,South,top,other
24194.0,South,middle,other
22055.0,South,first,other
24701.0,South,middle,other
20451.0,East/West,first,other
23117.0,South,high,other
21884.0,South,first,other
25250.0,South,middle,other
21930.0,South,first,other
22500.0,South,low,other
27445.0,South,middle,other
22351.0,South,first,other
16259.0,South,first,other
19260.0,South,high,other
21799.0,South,top,other
67995.0,South,middle,refined
61690.0,East/West,low,bare
68346.0,South,middle,simple
66202.0,South,middle,simple
64946.0,South,middle,simple
66031.0,South,NA,NA
55289.0,South,top,simple
64865.0,South,first,refined
65661.0,South,middle,simple
64160.0,South,low,other
69626.0,South,high,refined
70233.0,South,NA,NA
68122.0,South,NA,NA
63849.0,South,middle,simple
63628.0,South,middle,other
56479.0,South,first,bare
64521.0,South,low,refined
35984.0,South,NA,NA
63075.0,South,middle,refined
62500.0,South,middle,refined
63779.0,South,NA,NA
65217.0,South,NA,NA
68726.0,South,middle,other
66933.0,South,high,other
71943.0,South,high,simple
68925.0,South,first,refined
77833.0,South,low,other
73888.0,South,NA,NA
73592.0,South,middle,simple
45259.0,South,top,refined
59052.0,North,NA,NA
62220.0,South,high,simple
61160.0,South,high,bare
63770.0,South,middle,refined
59019.0,East/West,middle,simple
45674.0,South,top,bare
54391.0,South,middle,refined
45680.0,South,top,refined
50946.0,South,middle,simple
53915.0,South,middle,simple
49550.0,South,low,simple
43159.0,South,top,refined
50360.0,South,low,refined
49337.0,South,middle,simple
52192.0,South,high,refined
54243.0,South,middle,simple
29240.0,South,top,other
49865.0,South,high,refined
33580.0,South,high,simple
42432.0,South,low,refined
33855.0,South,top,refined
45618.0,South,first,simple
45618.0,South,low,simple
37459.0,South,top,other
40478.0,South,low,refined
39153.0,South,middle,simple
36505.0,South,high,other
35752.0,South,top,refined
38135.0,South,middle,refined
40085.0,South,middle,refined
36259.0,South,first,simple
37788.0,South,low,bare
38570.0,South,middle,simple
36143.0,South,high,refined
37619.0,South,middle,refined
37690.0,South,middle,refined
23797.0,South,top,simple
34169.0,South,low,other
26087.0,South,top,refined
36528.0,South,first,refined
35767.0,South,high,refined
36638.0,South,low,other
35475.0,South,first,other
29865.0,South,high,simple
34622.0,South,middle,refined
30541.0,South,middle,simple
29505.0,South,high,simple
34087.0,South,middle,simple
34647.0,South,high,other
32813.0,South,top,other
39738.0,South,high,other
37123.0,South,high,other
37363.0,South,middle,other
37671.0,South,first,other
34911.0,South,middle,other
38685.0,South,first,other
60335.0,South,top,simple
73712.0,South,middle,other
70666.0,South,middle,other
66007.0,South,top,other
73540.0,South,middle,simple
66171.0,South,low,simple
67657.0,South,middle,simple
68872.0,South,low,simple
61648.0,South,top,refined
61002.0,South,high,simple
60421.0,South,middle,simple
67780.0,NA,NA,NA
60693.0,South,NA,NA
68993.0,South,NA,NA
73415.0,South,top,refined
70715.0,South,top,refined
62564.0,South,first,refined
69588.0,South,first,simple
65980.0,South,top,simple
62593.0,South,first,simple
59271.0,South,high,simple
58428.0,South,middle,simple
54296.0,South,high,simple
40099.0,South,top,simple
39962.0,South,top,simple
40872.0,South,top,simple
36143.0,South,low,refined
41358.0,South,low,other
41238.0,South,middle,other
64717.0,South,first,simple
63728.0,South,top,simple
70049.0,South,middle,other
73778.0,South,NA,NA
59581.0,South,NA,NA
66828.0,South,middle,simple
51852.0,South,top,simple
51684.0,North,middle,refined
39894.0,South,low,refined
37272.0,South,middle,refined
38210.0,South,middle,other
38476.0,South,top,refined
33688.0,South,top,simple
36071.0,South,top,refined
34398.0,South,top,refined
39414.0,South,middle,other
40541.0,South,high,other
35749.0,South,middle,other
28279.0,South,first,other
65085.0,North,middle,refined
44676.0,North,middle,simple
50729.0,East/West,top,other
63827.0,North,high,other
59401.0,South,high,refined
51287.0,East/West,high,refined
47190.0,South,NA,NA
47105.0,East/West,NA,NA
47468.0,East/West,high,refined
62098.0,North,middle,refined
54883.0,North,middle,other
48413.0,North,high,refined
41158.0,North,low,simple
33525.0,South,middle,simple
33564.0,North,high,refined
27649.0,South,low,refined
29398.0,North,top,refined
24278.0,East/West,top,other
32055.0,East/West,high,other
29854.0,North,low,other
30687.0,South,high,other
27364.0,South,high,other
23940.0,North,middle,other
23636.0,South,high,other
22922.0,South,high,other
19542.0,East/West,middle,other
21161.0,North,high,other
53020.0,South,low,simple
61709.0,East/West,low,simple
57676.0,East/West,low,refined
65440.0,East/West,middle,refined
54826.0,South,middle,refined
63882.0,South,NA,NA
56120.0,South,low,refined
56238.0,South,NA,NA
64656.0,South,low,refined
76226.0,East/West,high,refined
69192.0,South,low,refined
60174.0,South,NA,NA
63019.0,North,middle,simple
60598.0,East/West,high,refined
64331.0,East/West,middle,refined
62709.0,South,NA,NA
56617.0,South,NA,NA
61192.0,South,middle,refined
52744.0,South,low,refined
46571.0,South,middle,refined
45354.0,East/West,middle,refined
39376.0,South,first,simple
44321.0,East/West,high,refined
40261.0,East/West,low,refined
38194.0,South,middle,simple
41999.0,South,middle,refined
35331.0,South,low,simple
32157.0,South,middle,refined
27036.0,North,first,simple
32472.0,South,high,simple
33410.0,South,high,refined
35178.0,South,high,simple
28815.0,South,low,simple
33425.0,South,high,refined
29742.0,East/West,high,refined
30763.0,South,high,refined
31436.0,South,top,refined
28292.0,South,low,simple
28674.0,East/West,middle,refined
42967.0,East/West,middle,other
18460.0,East/West,middle,other
34661.0,South,middle,other
34361.0,South,top,other
35396.0,South,top,other
34716.0,South,top,other
33046.0,South,low,other
24553.0,South,middle,other
23702.0,South,high,other
26637.0,South,top,other
25420.0,South,middle,other
26019.0,South,low,other
22738.0,East/West,low,other
21007.0,East/West,middle,other
25144.0,East/West,high,other
67376.0,South,middle,simple
63812.0,South,low,simple
69231.0,South,low,simple
61211.0,South,NA,NA
70751.0,South,high,simple
65560.0,South,top,refined
66206.0,South,NA,NA
76923.0,South,NA,NA
87604.0,South,first,other
76087.0,South,top,refined
68881.0,South,NA,NA
52440.0,South,middle,other
48252.0,South,middle,simple
47728.0,South,low,other
39894.0,South,low,simple
37675.0,South,top,other
37352.0,South,high,refined
38112.0,South,middle,simple
30852.0,South,low,other
29021.0,South,high,other
24476.0,South,middle,other
52844.0,North,middle,simple
46142.0,South,low,simple
47321.0,South,middle,simple
59932.0,North,NA,NA
53234.0,South,middle,simple
52753.0,South,NA,NA
53073.0,North,low,refined
52844.0,North,middle,simple
58396.0,North,first,simple
56507.0,North,high,simple
49515.0,South,high,refined
58048.0,North,low,refined
50742.0,South,middle,refined
49836.0,South,high,simple
54110.0,North,low,refined
50692.0,South,NA,NA
57706.0,North,middle,refined
56250.0,North,NA,NA
56507.0,North,middle,refined
50546.0,North,middle,refined
58220.0,North,high,simple
57364.0,North,high,refined
50246.0,South,high,refined
53007.0,South,NA,NA
62329.0,North,high,simple
59875.0,South,NA,NA
61768.0,South,low,refined
55110.0,North,middle,refined
56832.0,South,high,refined
53820.0,North,high,refined
58048.0,North,high,refined
54197.0,South,middle,simple
48888.0,South,middle,simple
49149.0,South,high,simple
39869.0,South,low,simple
44007.0,North,middle,simple
41439.0,North,low,refined
41889.0,South,high,refined
40469.0,South,top,refined
41285.0,South,high,refined
39190.0,South,high,simple
36297.0,South,middle,refined
33220.0,North,high,simple
34076.0,North,high,refined
32482.0,South,middle,simple
31017.0,North,low,simple
30549.0,South,high,simple
30695.0,South,high,simple
31025.0,South,middle,refined
32107.0,North,middle,simple
30181.0,South,middle,simple
31827.0,South,middle,refined
31336.0,North,high,other
27683.0,South,high,refined
33391.0,North,low,simple
28375.0,North,low,refined
28656.0,South,low,simple
30530.0,South,high,refined
29249.0,South,high,refined
28596.0,North,middle,refined
26028.0,North,high,refined
26996.0,North,first,simple
26787.0,South,high,simple
31706.0,North,middle,other
31189.0,North,middle,other
32511.0,North,high,other
32070.0,South,middle,other
33014.0,South,high,other
25848.0,North,high,other
27571.0,North,low,other
26713.0,North,high,other
27160.0,South,middle,other
26617.0,South,high,other
27398.0,North,middle,other
23895.0,East/West,middle,other
24921.0,South,high,other
25857.0,North,low,other
22746.0,North,high,other
25343.0,North,low,other
21937.0,South,top,other
20908.0,East/West,high,other
23117.0,North,low,other
21368.0,North,middle,other
23105.0,North,middle,other
21520.0,South,middle,other
20046.0,North,first,other
23933.0,North,first,other
59676.0,South,low,simple
59806.0,South,top,simple
32497.0,South,middle,simple
36877.0,South,low,refined
26629.0,South,top,other
71167.0,South,middle,simple
74644.0,South,low,simple
70912.0,South,top,simple
67485.0,East/West,middle,refined
67033.0,South,top,other
67913.0,East/West,middle,refined
67236.0,South,high,refined
72314.0,South,high,simple
65782.0,South,middle,simple
65205.0,South,high,simple
52754.0,South,first,simple
64003.0,East/West,middle,simple
63449.0,South,first,simple
64571.0,East/West,high,simple
65756.0,East/West,low,other
67265.0,East/West,high,simple
66572.0,South,first,refined
66904.0,East/West,NA,NA
67395.0,South,low,simple
73766.0,South,high,simple
69984.0,South,NA,NA
73105.0,South,low,refined
72009.0,South,top,refined
62677.0,South,top,refined
73820.0,South,NA,NA
68502.0,South,low,simple
72376.0,South,middle,simple
67865.0,South,middle,refined
73667.0,South,NA,NA
74863.0,South,NA,NA
69306.0,East/West,middle,simple
57600.0,South,middle,simple
69309.0,East/West,NA,NA
65630.0,South,high,other
67355.0,South,top,simple
75582.0,South,middle,refined
68961.0,South,middle,simple
65164.0,East/West,top,other
66041.0,South,top,simple
76772.0,South,low,other
64633.0,South,high,simple
72228.0,South,NA,NA
72009.0,East/West,low,other
67919.0,South,high,simple
71460.0,East/West,middle,other
69237.0,South,high,simple
59739.0,East/West,top,simple
71094.0,East/West,low,simple
66471.0,East/West,middle,refined
68058.0,East/West,NA,NA
59220.0,South,middle,simple
71852.0,South,high,refined
62500.0,East/West,top,other
71667.0,South,low,simple
73623.0,East/West,low,refined
70398.0,South,NA,NA
69759.0,South,NA,NA
69667.0,South,high,refined
69934.0,South,low,simple
56960.0,South,top,simple
71351.0,South,middle,refined
65563.0,East/West,middle,other
63748.0,East/West,NA,NA
69155.0,South,low,other
72167.0,South,middle,simple
67154.0,East/West,middle,refined
74075.0,South,middle,refined
66334.0,South,top,refined
63748.0,East/West,NA,NA
55667.0,South,high,simple
65785.0,East/West,NA,NA
63521.0,East/West,middle,simple
67838.0,South,low,other
69119.0,East/West,low,simple
62789.0,East/West,top,other
69588.0,South,middle,refined
61706.0,East/West,NA,NA
61050.0,South,top,other
63133.0,South,low,simple
68016.0,East/West,middle,refined
64632.0,South,middle,other
66621.0,East/West,middle,simple
58000.0,South,NA,NA
64656.0,East/West,high,refined
63975.0,East/West,middle,other
64642.0,South,top,other
71351.0,South,middle,refined
64676.0,South,top,simple
62760.0,East/West,top,refined
60172.0,East/West,NA,NA
70218.0,South,first,other
68058.0,South,first,refined
68936.0,South,low,bare
63300.0,South,top,other
63008.0,East/West,high,simple
66301.0,South,high,other
66324.0,East/West,NA,NA
75864.0,South,middle,simple
71111.0,South,NA,NA
72703.0,South,NA,NA
79589.0,East/West,high,refined
77134.0,South,middle,simple
73379.0,South,top,simple
77102.0,East/West,top,refined
78231.0,South,middle,refined
75961.0,South,middle,refined
75598.0,South,middle,refined
76792.0,South,middle,simple
77259.0,South,high,refined
71452.0,South,middle,simple
76778.0,South,high,refined
80220.0,South,NA,NA
73247.0,East/West,NA,NA
75269.0,South,middle,refined
71169.0,South,high,simple
70192.0,East/West,middle,refined
67870.0,South,middle,simple
73401.0,South,NA,NA
69873.0,East/West,middle,refined
66552.0,East/West,middle,refined
65293.0,South,high,refined
67834.0,South,first,other
66621.0,South,high,simple
65923.0,South,high,other
70327.0,East/West,low,refined
67834.0,South,high,simple
65413.0,East/West,top,simple
72395.0,South,middle,simple
51375.0,South,top,other
67163.0,South,top,simple
67074.0,South,top,other
64750.0,South,top,simple
67069.0,South,high,simple
62179.0,East/West,top,refined
60997.0,South,first,refined
61887.0,South,high,refined
58679.0,South,first,refined
52894.0,East/West,top,simple
61738.0,South,middle,simple
61912.0,South,low,refined
60691.0,South,middle,simple
58257.0,South,low,other
60892.0,South,low,refined
54946.0,East/West,top,simple
56612.0,South,middle,simple
56380.0,South,high,refined
54901.0,South,top,simple
51819.0,East/West,high,simple
53241.0,South,top,simple
55808.0,South,middle,simple
56157.0,South,low,simple
53889.0,East/West,high,refined
58011.0,East/West,low,refined
54007.0,South,top,other
51064.0,East/West,middle,simple
53256.0,South,top,simple
54784.0,South,middle,simple
52836.0,South,middle,other
49845.0,South,top,simple
50227.0,South,low,simple
54556.0,East/West,low,refined
55459.0,South,middle,simple
47256.0,East/West,top,other
49251.0,South,middle,simple
52500.0,South,middle,refined
51500.0,South,low,simple
47860.0,East/West,first,refined
40773.0,South,top,simple
51201.0,East/West,low,simple
47187.0,East/West,low,other
44438.0,East/West,top,simple
51161.0,South,middle,simple
48754.0,South,high,refined
45373.0,East/West,high,other
46216.0,South,middle,refined
45943.0,East/West,low,refined
40616.0,North,high,simple
45445.0,East/West,high,simple
43077.0,South,middle,bare
45445.0,South,middle,refined
45226.0,South,middle,refined
40354.0,South,high,simple
41516.0,East/West,high,simple
42728.0,South,low,other
40835.0,East/West,top,other
41088.0,East/West,middle,refined
42568.0,East/West,low,refined
43011.0,South,first,simple
41507.0,East/West,middle,simple
42526.0,South,low,refined
40956.0,East/West,middle,refined
41753.0,South,low,simple
40500.0,South,high,other
40335.0,South,middle,refined
42990.0,South,low,simple
39656.0,East/West,high,simple
38137.0,East/West,top,simple
42838.0,South,middle,simple
42612.0,South,middle,refined
39020.0,East/West,middle,simple
41113.0,South,first,refined
40084.0,South,low,refined
39280.0,East/West,top,refined
41159.0,East/West,high,simple
39701.0,East/West,middle,refined
41856.0,South,middle,other
40110.0,East/West,high,refined
41274.0,South,low,simple
38567.0,South,high,refined
38837.0,South,middle,bare
32505.0,South,middle,simple
40094.0,South,high,refined
38652.0,South,top,refined
40587.0,South,low,simple
38991.0,South,middle,simple
37805.0,East/West,middle,other
38382.0,South,first,simple
40287.0,South,low,simple
36973.0,East/West,high,simple
36298.0,East/West,middle,refined
35572.0,East/West,high,simple
41409.0,South,middle,refined
37878.0,South,first,refined
34056.0,South,first,bare
36298.0,East/West,middle,simple
38634.0,East/West,high,refined
35752.0,East/West,middle,simple
35164.0,East/West,high,simple
34256.0,East/West,middle,simple
37715.0,South,first,simple
36147.0,East/West,middle,simple
36155.0,South,first,refined
39589.0,East/West,middle,refined
35566.0,East/West,first,refined
36976.0,East/West,high,refined
33148.0,South,low,refined
35650.0,East/West,middle,bare
33304.0,East/West,top,simple
34102.0,South,top,simple
37060.0,South,middle,refined
38102.0,East/West,middle,refined
34444.0,South,top,simple
31446.0,East/West,middle,simple
37403.0,South,middle,refined
37142.0,East/West,high,simple
38368.0,East/West,high,refined
32215.0,East/West,high,simple
39108.0,East/West,low,refined
36104.0,South,first,simple
35757.0,South,high,simple
31761.0,South,low,refined
38420.0,South,low,simple
37148.0,South,middle,other
35933.0,South,middle,simple
31020.0,South,top,simple
37344.0,South,middle,refined
36761.0,South,high,refined
33301.0,South,low,simple
37308.0,East/West,low,other
36867.0,South,middle,refined
35495.0,South,high,refined
36335.0,South,low,refined
32494.0,South,low,simple
34256.0,East/West,high,simple
34844.0,South,middle,refined
33151.0,East/West,top,simple
32283.0,South,low,refined
36083.0,South,low,simple
37432.0,East/West,middle,other
38113.0,East/West,middle,other
41823.0,South,low,other
36752.0,East/West,top,other
41152.0,South,low,other
36071.0,East/West,low,other
41925.0,South,middle,other
40099.0,East/West,high,other
39132.0,East/West,middle,other
41513.0,South,middle,other
42728.0,South,low,other
40155.0,East/West,middle,other
40127.0,East/West,top,other
40624.0,East/West,middle,other
19533.0,South,low,other
40984.0,East/West,low,other
37673.0,South,low,other
36234.0,South,top,other
40775.0,South,low,other
36281.0,South,middle,other
37322.0,South,middle,other
37981.0,South,high,other
36624.0,South,top,other
37097.0,South,first,other
33019.0,South,middle,other
25247.0,South,middle,other
38660.0,South,middle,other
35316.0,South,high,other
38420.0,South,middle,other
36839.0,South,low,other
38269.0,South,low,other
34880.0,East/West,low,other
34954.0,South,top,other
35503.0,South,first,other
37500.0,South,high,other
31173.0,East/West,middle,other
35344.0,South,first,other
29325.0,South,top,other
38084.0,South,low,other
33849.0,South,first,other
34167.0,South,low,other
27345.0,South,top,other
28218.0,East/West,high,other
30241.0,South,low,other
29167.0,South,low,other
26530.0,East/West,top,other
27378.0,East/West,top,other
25782.0,South,high,other
25207.0,South,first,other
21849.0,South,top,other
25205.0,East/West,top,other
25598.0,South,high,other
23656.0,South,top,other
24266.0,South,middle,other
22099.0,South,top,other
19308.0,South,middle,other
21563.0,South,middle,other
20990.0,South,low,other
61890.0,South,middle,refined
57397.0,East/West,middle,simple
62293.0,South,middle,refined
60847.0,South,high,simple
53213.0,East/West,high,refined
55188.0,East/West,middle,simple
60930.0,South,middle,refined
54533.0,East/West,middle,simple
59824.0,South,middle,simple
55802.0,South,first,simple
60572.0,East/West,NA,NA
63033.0,South,low,other
61206.0,East/West,high,bare
64341.0,South,middle,refined
65630.0,South,high,simple
17092.0,South,NA,NA
62455.0,South,NA,NA
64445.0,South,middle,refined
63051.0,South,high,simple
69417.0,South,low,simple
61186.0,South,low,simple
62424.0,South,middle,other
60959.0,South,high,simple
60458.0,East/West,low,other
62218.0,South,middle,simple
57054.0,East/West,NA,NA
60146.0,South,middle,refined
57310.0,South,first,refined
54117.0,East/West,middle,refined
62840.0,South,middle,refined
51769.0,East/West,NA,NA
49910.0,East/West,NA,NA
58752.0,South,first,refined
45604.0,South,NA,NA
48990.0,East/West,NA,NA
56405.0,South,middle,simple
48444.0,East/West,middle,simple
52864.0,East/West,high,refined
57511.0,South,low,simple
46162.0,East/West,NA,NA
54796.0,South,NA,NA
58037.0,East/West,high,refined
52500.0,East/West,NA,NA
64467.0,South,middle,refined
69318.0,South,middle,refined
68966.0,South,middle,refined
65613.0,South,middle,refined
70836.0,South,low,simple
69500.0,South,low,refined
70224.0,South,low,simple
66890.0,East/West,high,refined
67950.0,South,high,other
64646.0,East/West,NA,NA
